age,body_type,diet,drinks,education,height,pets,sex,smokes
25,fit,regular,rarely,graduate,65.0,likes_pets,f,no
24,fit,regular,rarely,student,66.0,likes_pets,f,no
33,fit,regular,often,graduate,69.0,likes_pets,f,no
24,,regular,rarely,graduate,65.0,likes_pets,f,no
22,average,regular,often,student,68.0,likes_pets,f,no
29,slim,regular,rarely,student,62.0,likes_pets,f,no
53,fit,regular,rarely,graduate,69.0,likes_pets,f,no
34,overweight,regular,often,graduate,67.0,unknown,f,smokes
20,average,regular,rarely,student,71.0,likes_pets,m,no
28,average,regular,rarely,student,66.0,unknown,f,no
59,average,regular,often,graduate,72.0,has_pets,m,no
33,average,regular,rarely,graduate,70.0,has_pets,m,smokes
38,average,regular,rarely,graduate,64.0,likes_pets,f,no
24,fit,regular,often,graduate,68.0,unknown,f,no
30,slim,regular,rarely,graduate,64.0,likes_pets,f,no
37,fit,regular,rarely,graduate,72.0,unknown,m,no
28,,regular,rarely,graduate,68.0,likes_pets,m,no
41,fit,vegetarian,often,graduate,63.0,likes_pets,f,smokes
31,overweight,regular,rarely,student,66.0,likes_pets,f,no
31,fit,vegetarian,rarely,graduate,66.0,likes_pets,f,no
50,fit,regular,rarely,graduate,65.0,likes_pets,f,no
24,slim,regular,rarely,student,67.0,likes_pets,f,smokes
36,average,regular,rarely,graduate,63.0,has_pets,f,no
28,fit,regular,rarely,graduate,65.0,unknown,f,no
44,overweight,regular,rarely,graduate,65.0,unknown,f,no
46,overweight,regular,rarely,other,63.0,unknown,f,smokes
22,fit,regular,rarely,graduate,59.0,likes_pets,f,smokes
38,overweight,regular,rarely,other,61.0,has_pets,f,smokes
26,fit,regular,often,graduate,70.0,likes_pets,m,no
28,fit,regular,no,other,64.0,unknown,m,no
51,fit,regular,rarely,graduate,68.0,unknown,f,no
51,average,regular,rarely,other,68.0,unknown,f,smokes
67,fit,regular,rarely,graduate,63.0,likes_pets,f,no
30,fit,regular,rarely,graduate,65.0,likes_pets,f,no
23,overweight,vegetarian,rarely,student,65.0,likes_pets,f,smokes
47,overweight,vegetarian,rarely,graduate,66.0,likes_pets,f,no
27,slim,regular,rarely,graduate,67.0,unknown,f,no
64,average,regular,no,graduate,62.0,has_pets,f,no
42,fit,regular,rarely,graduate,77.0,likes_pets,m,no
22,overweight,regular,rarely,student,67.0,likes_pets,f,no
25,fit,regular,rarely,graduate,70.0,likes_pets,m,no
37,average,regular,,graduate,70.0,likes_pets,m,no
24,overweight,vegetarian,rarely,student,62.0,likes_pets,f,smokes
58,average,regular,rarely,student,67.0,likes_pets,m,no
30,overweight,vegetarian,rarely,graduate,70.0,likes_pets,m,smokes
47,fit,regular,rarely,graduate,67.0,likes_pets,f,no
30,overweight,regular,often,graduate,61.0,unknown,f,smokes
39,slim,regular,rarely,graduate,64.0,likes_pets,f,smokes
31,average,regular,often,graduate,69.0,has_pets,m,smokes
36,fit,regular,rarely,graduate,67.0,likes_pets,f,no
25,average,regular,rarely,graduate,69.0,likes_pets,f,no
66,fit,regular,rarely,graduate,68.0,has_pets,f,no
31,fit,regular,rarely,student,67.0,likes_pets,f,no
42,overweight,regular,rarely,other,65.0,has_pets,f,no
33,average,regular,rarely,other,62.0,likes_pets,f,no
31,fit,regular,rarely,graduate,71.0,likes_pets,m,smokes
24,average,regular,rarely,graduate,66.0,likes_pets,f,no
38,,regular,rarely,graduate,68.0,likes_pets,m,no
24,slim,regular,rarely,graduate,62.0,has_pets,f,no
41,average,regular,rarely,graduate,69.0,has_pets,f,no
37,overweight,regular,no,student,72.0,likes_pets,f,smokes
43,fit,regular,rarely,graduate,66.0,likes_pets,f,smokes
44,fit,regular,rarely,other,69.0,unknown,m,smokes
33,average,regular,rarely,graduate,68.0,likes_pets,m,no
32,average,vegetarian,often,student,70.0,likes_pets,m,no
43,,regular,rarely,graduate,68.0,has_pets,f,no
25,,regular,,student,65.0,unknown,f,no
38,fit,regular,rarely,graduate,65.0,likes_pets,f,no
30,fit,regular,rarely,graduate,63.0,unknown,f,no
30,fit,regular,rarely,graduate,63.0,likes_pets,f,no
45,overweight,regular,rarely,graduate,67.0,likes_pets,f,no
25,overweight,regular,rarely,graduate,66.0,likes_pets,f,no
26,fit,regular,rarely,graduate,74.0,likes_pets,m,smokes
35,fit,regular,rarely,graduate,73.0,likes_pets,m,no
42,fit,vegetarian,rarely,graduate,74.0,unknown,m,no
42,fit,regular,rarely,graduate,68.0,likes_pets,m,no
25,average,regular,often,graduate,70.0,likes_pets,m,no
27,average,regular,rarely,student,73.0,likes_pets,m,smokes
30,average,regular,rarely,graduate,70.0,likes_pets,m,no
53,fit,regular,rarely,graduate,66.0,has_pets,f,no
28,fit,regular,rarely,graduate,72.0,unknown,m,no
28,overweight,regular,rarely,graduate,66.0,likes_pets,f,no
24,fit,vegetarian,rarely,student,61.0,likes_pets,f,smokes
24,average,regular,rarely,high_school,66.0,has_pets,m,smokes
28,fit,vegetarian,rarely,graduate,68.0,likes_pets,m,no
27,slim,regular,,graduate,70.0,likes_pets,f,no
25,overweight,regular,rarely,graduate,67.0,likes_pets,f,no
27,average,regular,rarely,graduate,72.0,unknown,m,no
58,fit,regular,often,graduate,75.0,likes_pets,m,no
38,fit,regular,rarely,graduate,73.0,likes_pets,m,no
36,fit,regular,rarely,graduate,75.0,likes_pets,m,no
29,slim,regular,rarely,graduate,63.0,likes_pets,f,no
23,slim,vegan,often,other,69.0,likes_pets,m,no
24,average,regular,rarely,high_school,69.0,likes_pets,m,no
24,fit,regular,,student,71.0,unknown,m,no
26,fit,regular,rarely,student,67.0,likes_pets,m,no
27,,regular,rarely,student,67.0,unknown,f,no
27,fit,regular,rarely,graduate,72.0,likes_pets,m,no
26,slim,vegetarian,rarely,other,64.0,unknown,f,no
53,average,regular,no,other,70.0,unknown,m,no
32,slim,vegetarian,rarely,graduate,66.0,unknown,f,no
27,,regular,rarely,graduate,63.0,likes_pets,m,smokes
29,average,regular,often,student,70.0,unknown,m,smokes
40,fit,regular,rarely,student,67.0,likes_pets,m,no
30,fit,regular,rarely,graduate,68.0,likes_pets,m,no
41,slim,regular,rarely,graduate,67.0,unknown,f,no
26,fit,regular,rarely,student,67.0,likes_pets,m,smokes
31,fit,regular,,graduate,69.0,likes_pets,m,no
34,fit,regular,often,graduate,71.0,likes_pets,m,no
36,fit,regular,rarely,graduate,71.0,likes_pets,m,no
30,average,regular,rarely,graduate,68.0,likes_pets,m,smokes
32,slim,regular,often,other,72.0,likes_pets,m,no
31,overweight,regular,rarely,graduate,64.0,has_pets,f,no
26,slim,regular,rarely,graduate,70.0,likes_pets,m,no
40,average,regular,rarely,graduate,62.0,has_pets,f,smokes
35,fit,regular,rarely,graduate,67.0,unknown,f,no
24,overweight,regular,rarely,graduate,64.0,likes_pets,f,no
54,slim,regular,rarely,graduate,72.0,likes_pets,m,no
18,fit,regular,rarely,other,72.0,unknown,m,smokes
38,fit,regular,rarely,graduate,74.0,likes_pets,m,no
37,fit,regular,rarely,other,68.0,unknown,m,no
30,average,regular,rarely,graduate,66.0,unknown,f,no
32,fit,regular,rarely,graduate,67.0,likes_pets,f,no
34,overweight,regular,rarely,graduate,65.0,likes_pets,f,no
30,fit,regular,often,graduate,67.0,likes_pets,f,no
65,fit,regular,often,graduate,66.0,likes_pets,f,smokes
20,overweight,regular,rarely,student,70.0,has_pets,f,no
25,average,regular,rarely,graduate,64.0,likes_pets,f,no
23,average,regular,rarely,high_school,68.0,likes_pets,m,smokes
25,,regular,rarely,student,64.0,likes_pets,f,smokes
29,fit,vegetarian,rarely,student,63.0,likes_pets,f,no
22,fit,regular,rarely,other,66.0,unknown,m,no
27,fit,regular,rarely,graduate,71.0,likes_pets,f,no
26,average,regular,often,graduate,71.0,likes_pets,m,no
27,fit,regular,rarely,graduate,71.0,likes_pets,m,no
34,average,regular,rarely,graduate,68.0,unknown,f,no
39,average,regular,rarely,graduate,73.0,likes_pets,m,no
25,slim,vegetarian,often,graduate,61.0,unknown,f,no
31,fit,regular,rarely,graduate,62.0,likes_pets,f,no
22,fit,regular,,other,67.0,unknown,m,no
33,slim,regular,rarely,graduate,68.0,has_pets,f,no
39,fit,regular,rarely,graduate,70.0,unknown,m,no
24,fit,regular,rarely,student,68.0,has_pets,m,no
32,average,vegetarian,rarely,graduate,65.0,likes_pets,f,no
30,average,vegetarian,rarely,graduate,63.0,likes_pets,f,no
33,fit,regular,rarely,graduate,73.0,likes_pets,m,smokes
39,average,regular,rarely,graduate,63.0,unknown,f,no
22,,regular,often,high_school,65.0,likes_pets,f,smokes
22,average,regular,often,graduate,74.0,unknown,m,smokes
30,fit,regular,rarely,other,68.0,likes_pets,m,no
30,average,regular,rarely,graduate,74.0,likes_pets,m,smokes
32,fit,regular,rarely,graduate,68.0,unknown,m,no
30,fit,regular,rarely,graduate,71.0,unknown,m,no
23,average,regular,rarely,graduate,68.0,has_pets,f,no
27,average,regular,rarely,other,72.0,has_pets,m,no
26,fit,kosher,,other,69.0,unknown,m,smokes
26,fit,regular,,high_school,75.0,has_pets,m,no
31,overweight,regular,rarely,graduate,69.0,likes_pets,m,no
31,average,regular,rarely,other,62.0,unknown,f,no
29,average,regular,no,student,69.0,likes_pets,m,no
22,fit,regular,rarely,graduate,65.0,likes_pets,f,no
30,fit,regular,rarely,student,67.0,likes_pets,m,smokes
40,fit,regular,rarely,graduate,71.0,unknown,m,no
30,overweight,regular,rarely,graduate,69.0,likes_pets,m,no
28,fit,regular,rarely,graduate,70.0,likes_pets,m,no
28,fit,regular,rarely,graduate,70.0,likes_pets,m,no
28,fit,regular,rarely,graduate,72.0,likes_pets,m,no
28,fit,regular,rarely,graduate,72.0,likes_pets,m,no
22,average,regular,rarely,student,72.0,likes_pets,m,smokes
41,average,vegetarian,rarely,graduate,67.0,likes_pets,f,no
29,average,regular,rarely,graduate,64.0,unknown,m,smokes
65,fit,vegetarian,rarely,graduate,69.0,unknown,m,no
30,overweight,regular,often,student,62.0,likes_pets,f,smokes
25,fit,regular,rarely,other,71.0,likes_pets,m,no
41,fit,regular,rarely,student,72.0,likes_pets,m,smokes
39,average,regular,rarely,graduate,69.0,unknown,m,no
42,fit,regular,rarely,graduate,63.0,likes_pets,f,no
34,fit,regular,rarely,other,72.0,unknown,m,no
26,average,regular,rarely,student,66.0,unknown,m,smokes
36,fit,regular,rarely,graduate,67.0,likes_pets,f,no
27,average,regular,rarely,graduate,72.0,likes_pets,m,smokes
40,fit,regular,rarely,graduate,65.0,likes_pets,f,no
30,average,regular,rarely,graduate,70.0,likes_pets,m,no
33,average,regular,often,graduate,66.0,likes_pets,m,smokes
30,average,regular,rarely,graduate,65.0,has_pets,m,smokes
23,fit,regular,rarely,student,73.0,likes_pets,m,smokes
25,fit,regular,rarely,student,70.0,likes_pets,m,no
21,slim,vegetarian,rarely,graduate,60.0,likes_pets,f,smokes
39,fit,regular,rarely,graduate,75.0,unknown,m,no
44,fit,regular,rarely,graduate,65.0,unknown,f,no
45,fit,regular,rarely,graduate,67.0,unknown,m,no
40,overweight,regular,rarely,graduate,73.0,likes_pets,m,no
43,fit,regular,rarely,graduate,66.0,has_pets,f,no
22,fit,regular,rarely,graduate,70.0,likes_pets,m,no
23,overweight,vegetarian,rarely,student,68.0,likes_pets,f,smokes
33,overweight,regular,rarely,graduate,65.0,unknown,f,smokes
24,fit,regular,rarely,student,63.0,likes_pets,f,no
29,fit,regular,rarely,graduate,70.0,unknown,m,no
67,fit,vegetarian,rarely,graduate,73.0,unknown,m,no
24,,regular,often,other,71.0,likes_pets,m,smokes
25,average,regular,rarely,student,68.0,likes_pets,f,no
45,fit,regular,rarely,graduate,68.0,likes_pets,m,no
37,average,regular,rarely,graduate,65.0,has_pets,f,no
35,average,vegetarian,no,student,70.0,has_pets,m,no
35,,regular,rarely,other,67.0,unknown,f,no
22,,regular,rarely,student,60.0,unknown,f,no
37,fit,regular,often,graduate,63.0,likes_pets,f,no
33,average,regular,rarely,graduate,60.0,unknown,f,no
29,fit,regular,often,other,70.0,has_pets,m,no
63,,regular,rarely,graduate,67.0,unknown,m,no
38,fit,regular,rarely,graduate,67.0,likes_pets,f,no
19,overweight,regular,rarely,student,73.0,likes_pets,m,no
40,,regular,rarely,graduate,61.0,unknown,f,no
34,fit,regular,rarely,graduate,76.0,likes_pets,m,no
66,fit,regular,rarely,graduate,72.0,likes_pets,m,no
23,average,regular,often,student,74.0,has_pets,m,no
35,fit,regular,often,graduate,68.0,likes_pets,m,no
19,fit,regular,rarely,student,69.0,likes_pets,m,no
27,fit,vegan,rarely,graduate,66.0,unknown,f,no
22,,regular,often,student,64.0,likes_pets,f,smokes
38,average,vegetarian,rarely,graduate,75.0,has_pets,f,no
41,fit,regular,rarely,graduate,64.0,likes_pets,f,no
26,overweight,regular,often,graduate,66.0,likes_pets,f,no
25,,regular,rarely,graduate,65.0,likes_pets,f,no
35,fit,regular,often,graduate,72.0,unknown,m,smokes
56,fit,regular,rarely,graduate,67.0,unknown,f,no
29,average,regular,often,graduate,63.0,likes_pets,f,no
19,fit,vegetarian,rarely,student,64.0,likes_pets,f,no
29,overweight,regular,rarely,student,62.0,likes_pets,f,no
22,slim,regular,often,graduate,65.0,unknown,f,smokes
25,fit,regular,rarely,other,64.0,likes_pets,f,no
29,average,regular,rarely,graduate,67.0,likes_pets,f,no
28,fit,regular,rarely,other,66.0,unknown,f,no
28,overweight,regular,rarely,graduate,67.0,likes_pets,f,no
26,average,vegetarian,rarely,graduate,67.0,unknown,f,no
32,overweight,regular,often,graduate,68.0,likes_pets,f,no
27,average,regular,rarely,graduate,65.0,unknown,f,no
29,average,regular,rarely,graduate,67.0,likes_pets,f,no
42,average,regular,rarely,graduate,64.0,likes_pets,f,no
28,overweight,regular,often,graduate,69.0,likes_pets,f,no
22,overweight,vegetarian,rarely,student,64.0,has_pets,f,smokes
46,average,regular,rarely,student,70.0,unknown,m,no
24,average,regular,rarely,graduate,67.0,likes_pets,m,no
27,overweight,regular,rarely,student,69.0,likes_pets,m,no
37,average,regular,no,graduate,65.0,likes_pets,f,no
31,fit,regular,rarely,student,65.0,likes_pets,f,no
24,overweight,vegetarian,rarely,student,62.0,unknown,f,no
60,overweight,regular,rarely,graduate,63.0,likes_pets,f,no
27,overweight,regular,rarely,graduate,66.0,has_pets,f,smokes
60,average,regular,rarely,graduate,64.0,likes_pets,f,no
22,,vegetarian,rarely,student,65.0,likes_pets,f,no
23,average,regular,often,other,62.0,unknown,f,smokes
22,slim,regular,rarely,graduate,66.0,likes_pets,f,no
30,slim,regular,rarely,student,68.0,likes_pets,f,no
33,fit,regular,rarely,student,74.0,unknown,m,no
24,slim,regular,often,graduate,61.0,likes_pets,f,no
22,slim,regular,rarely,student,64.0,likes_pets,f,no
23,overweight,regular,often,graduate,63.0,likes_pets,f,smokes
29,slim,regular,rarely,graduate,72.0,likes_pets,m,no
33,fit,regular,rarely,graduate,62.0,likes_pets,f,no
26,slim,regular,often,student,75.0,has_pets,m,smokes
53,average,vegetarian,rarely,graduate,69.0,likes_pets,m,no
31,fit,regular,rarely,graduate,72.0,likes_pets,m,no
43,fit,regular,rarely,graduate,74.0,likes_pets,m,no
31,fit,vegetarian,rarely,graduate,70.0,likes_pets,m,no
52,fit,regular,rarely,graduate,64.0,likes_pets,m,no
29,fit,regular,rarely,graduate,73.0,unknown,m,no
19,,regular,rarely,student,65.0,unknown,f,no
24,slim,regular,often,student,67.0,likes_pets,f,smokes
32,overweight,regular,rarely,graduate,63.0,likes_pets,f,no
51,overweight,regular,rarely,graduate,62.0,unknown,f,no
58,fit,regular,rarely,graduate,71.0,likes_pets,m,no
62,fit,regular,rarely,graduate,68.0,likes_pets,m,no
57,average,regular,rarely,graduate,74.0,likes_pets,m,no
21,average,regular,often,student,70.0,has_pets,m,smokes
28,overweight,regular,rarely,graduate,69.0,has_pets,f,no
30,average,regular,rarely,graduate,71.0,likes_pets,m,no
32,fit,regular,often,graduate,70.0,likes_pets,f,no
22,,regular,,student,65.0,unknown,f,no
33,fit,regular,rarely,graduate,72.0,has_pets,m,no
22,slim,vegetarian,rarely,other,64.0,likes_pets,f,no
22,fit,regular,often,student,72.0,likes_pets,m,no
27,average,regular,rarely,graduate,61.0,likes_pets,f,no
22,average,regular,rarely,other,63.0,has_pets,f,smokes
27,,regular,rarely,graduate,68.0,unknown,f,no
27,fit,regular,rarely,student,76.0,likes_pets,m,no
44,overweight,regular,rarely,other,74.0,unknown,m,no
37,overweight,regular,rarely,graduate,66.0,likes_pets,f,no
47,overweight,regular,rarely,graduate,63.0,unknown,f,no
35,average,regular,rarely,graduate,69.0,has_pets,m,no
34,fit,regular,often,graduate,70.0,unknown,m,no
52,fit,regular,rarely,graduate,71.0,likes_pets,m,no
29,slim,vegetarian,rarely,graduate,66.0,likes_pets,f,smokes
31,overweight,regular,rarely,graduate,62.0,likes_pets,f,no
36,overweight,vegetarian,rarely,other,63.0,likes_pets,f,no
40,fit,regular,rarely,graduate,70.0,unknown,m,no
38,average,regular,rarely,student,68.0,unknown,m,smokes
33,overweight,regular,rarely,graduate,65.0,has_pets,f,no
53,fit,vegetarian,rarely,graduate,63.0,unknown,f,no
52,fit,regular,rarely,graduate,63.0,unknown,f,no
24,average,regular,rarely,graduate,64.0,likes_pets,f,no
26,,regular,rarely,graduate,63.0,likes_pets,f,smokes
21,overweight,regular,rarely,student,63.0,likes_pets,f,no
28,fit,regular,rarely,graduate,68.0,likes_pets,m,no
25,fit,regular,rarely,graduate,72.0,likes_pets,m,no
33,average,regular,rarely,student,71.0,unknown,m,smokes
31,fit,regular,often,graduate,70.0,has_pets,m,no
30,average,regular,rarely,graduate,66.0,unknown,f,smokes
26,fit,regular,rarely,graduate,74.0,has_pets,m,no
28,fit,regular,rarely,graduate,69.0,likes_pets,m,no
27,fit,regular,rarely,other,68.0,likes_pets,m,no
34,fit,regular,rarely,graduate,66.0,likes_pets,f,no
35,,regular,rarely,other,67.0,likes_pets,f,no
50,overweight,regular,no,high_school,70.0,likes_pets,m,no
29,fit,regular,rarely,student,69.0,likes_pets,m,no
57,average,regular,rarely,other,71.0,has_pets,m,smokes
55,average,regular,rarely,other,71.0,likes_pets,m,no
38,fit,regular,,graduate,72.0,unknown,m,no
30,fit,regular,no,graduate,70.0,unknown,m,no
25,average,regular,rarely,graduate,64.0,unknown,f,no
59,average,regular,rarely,graduate,62.0,has_pets,f,no
53,,vegetarian,rarely,graduate,63.0,likes_pets,f,no
36,fit,regular,rarely,student,71.0,unknown,m,smokes
27,slim,regular,rarely,other,73.0,unknown,m,no
23,fit,regular,no,other,72.0,has_pets,m,smokes
23,overweight,regular,rarely,student,70.0,likes_pets,m,no
29,average,regular,rarely,graduate,74.0,likes_pets,m,no
32,,regular,rarely,graduate,72.0,has_pets,m,smokes
23,overweight,regular,often,other,70.0,unknown,m,smokes
30,,regular,rarely,other,65.0,has_pets,f,no
23,fit,regular,rarely,graduate,71.0,likes_pets,m,no
36,fit,regular,rarely,graduate,65.0,likes_pets,f,no
30,slim,regular,rarely,graduate,60.0,likes_pets,f,no
23,,regular,rarely,graduate,71.0,unknown,m,no
32,fit,regular,rarely,graduate,66.0,likes_pets,f,no
27,fit,regular,rarely,graduate,62.0,likes_pets,f,no
42,fit,regular,rarely,graduate,65.0,likes_pets,f,no
29,fit,regular,rarely,student,73.0,likes_pets,m,smokes
24,average,regular,rarely,student,69.0,likes_pets,f,no
25,average,regular,rarely,graduate,62.0,has_pets,f,no
30,average,regular,rarely,graduate,69.0,unknown,m,no
30,average,regular,rarely,graduate,76.0,likes_pets,m,no
35,fit,regular,rarely,graduate,70.0,likes_pets,m,no
33,slim,regular,rarely,graduate,65.0,unknown,f,no
27,overweight,regular,rarely,graduate,66.0,likes_pets,f,no
32,average,regular,rarely,graduate,66.0,likes_pets,m,no
27,average,regular,rarely,graduate,71.0,unknown,m,no
59,overweight,regular,rarely,graduate,64.0,has_pets,f,no
26,fit,regular,rarely,graduate,67.0,has_pets,m,no
31,overweight,regular,rarely,other,72.0,unknown,m,smokes
36,average,regular,rarely,graduate,62.0,unknown,f,smokes
28,fit,regular,rarely,graduate,66.0,likes_pets,m,no
23,,regular,rarely,graduate,74.0,unknown,m,no
25,fit,regular,rarely,graduate,66.0,likes_pets,m,no
39,,regular,rarely,graduate,63.0,likes_pets,f,no
25,average,regular,rarely,student,72.0,unknown,m,no
33,,regular,no,graduate,71.0,has_pets,m,no
38,fit,regular,rarely,graduate,70.0,likes_pets,m,no
39,average,regular,rarely,graduate,67.0,likes_pets,f,smokes
34,fit,vegetarian,rarely,graduate,73.0,likes_pets,m,no
25,fit,regular,rarely,graduate,68.0,likes_pets,f,no
37,slim,vegetarian,rarely,graduate,72.0,unknown,m,no
32,fit,regular,rarely,graduate,67.0,unknown,m,no
63,fit,regular,rarely,graduate,68.0,likes_pets,m,no
29,overweight,regular,rarely,other,73.0,has_pets,m,no
27,fit,regular,rarely,graduate,72.0,likes_pets,m,no
39,slim,regular,rarely,graduate,74.0,likes_pets,m,smokes
44,,regular,rarely,graduate,71.0,has_pets,m,no
29,average,regular,rarely,graduate,69.0,unknown,m,smokes
31,fit,regular,rarely,graduate,72.0,unknown,m,no
26,slim,regular,rarely,graduate,74.0,unknown,m,no
40,average,regular,rarely,graduate,68.0,has_pets,m,no
24,overweight,regular,rarely,graduate,67.0,likes_pets,m,no
29,overweight,regular,rarely,student,65.0,likes_pets,m,no
31,fit,regular,rarely,graduate,71.0,unknown,m,no
28,fit,regular,rarely,other,67.0,likes_pets,m,no
28,fit,vegetarian,rarely,other,65.0,likes_pets,f,no
22,fit,regular,rarely,graduate,72.0,likes_pets,m,no
30,fit,regular,rarely,graduate,72.0,likes_pets,m,no
25,fit,regular,often,graduate,71.0,likes_pets,m,no
34,slim,regular,rarely,student,70.0,has_pets,f,no
26,fit,regular,rarely,graduate,75.0,likes_pets,m,no
37,average,regular,rarely,graduate,61.0,likes_pets,f,no
32,fit,regular,rarely,graduate,70.0,likes_pets,m,no
31,average,regular,rarely,high_school,69.0,likes_pets,m,no
35,fit,regular,rarely,graduate,65.0,unknown,m,no
36,,regular,rarely,graduate,67.0,has_pets,f,no
29,fit,regular,rarely,other,68.0,has_pets,m,no
26,slim,regular,rarely,other,60.0,likes_pets,f,no
35,fit,vegetarian,rarely,graduate,62.0,likes_pets,f,no
40,overweight,regular,rarely,other,71.0,unknown,m,no
27,,regular,rarely,student,64.0,likes_pets,f,no
41,fit,regular,rarely,other,67.0,unknown,m,no
35,average,regular,often,graduate,67.0,unknown,m,no
36,average,vegetarian,no,graduate,68.0,likes_pets,m,no
38,average,regular,rarely,graduate,67.0,likes_pets,f,no
18,average,regular,rarely,student,71.0,has_pets,m,smokes
30,average,regular,rarely,graduate,64.0,unknown,f,no
27,average,regular,rarely,graduate,72.0,likes_pets,m,no
56,slim,regular,no,graduate,69.0,likes_pets,m,smokes
36,fit,regular,rarely,other,64.0,likes_pets,f,no
37,fit,regular,rarely,graduate,60.0,likes_pets,f,no
34,average,regular,rarely,graduate,69.0,likes_pets,m,no
25,average,regular,rarely,student,69.0,unknown,m,no
24,overweight,regular,rarely,other,64.0,unknown,f,no
31,average,regular,rarely,other,68.0,unknown,m,no
29,slim,regular,rarely,graduate,76.0,likes_pets,m,no
25,average,regular,rarely,other,67.0,unknown,m,smokes
21,slim,vegetarian,rarely,graduate,68.0,unknown,f,no
21,average,vegetarian,rarely,student,61.0,has_pets,f,no
31,fit,regular,rarely,student,72.0,likes_pets,m,no
28,overweight,regular,rarely,student,64.0,likes_pets,f,smokes
45,fit,regular,rarely,graduate,65.0,has_pets,f,no
30,slim,regular,rarely,graduate,61.0,likes_pets,f,no
25,,regular,often,student,75.0,likes_pets,f,smokes
29,fit,regular,,other,71.0,unknown,m,no
29,average,regular,rarely,graduate,71.0,likes_pets,m,no
22,slim,regular,often,graduate,62.0,unknown,f,smokes
32,overweight,regular,rarely,other,71.0,unknown,m,no
30,,regular,rarely,graduate,66.0,likes_pets,m,smokes
26,average,regular,rarely,student,69.0,likes_pets,m,no
20,overweight,regular,rarely,graduate,63.0,likes_pets,f,no
38,fit,vegetarian,rarely,graduate,73.0,likes_pets,m,no
33,overweight,vegetarian,rarely,graduate,62.0,likes_pets,f,no
30,average,regular,rarely,graduate,70.0,likes_pets,m,no
28,average,regular,,student,63.0,likes_pets,f,no
29,fit,regular,rarely,student,66.0,likes_pets,f,no
27,fit,regular,rarely,graduate,64.0,likes_pets,f,no
29,,regular,rarely,student,67.0,likes_pets,m,smokes
27,fit,regular,rarely,other,67.0,unknown,m,no
25,average,regular,often,student,73.0,has_pets,m,no
42,fit,regular,rarely,graduate,66.0,likes_pets,f,no
25,fit,regular,,graduate,67.0,unknown,f,no
29,fit,regular,rarely,graduate,73.0,unknown,m,smokes
27,average,regular,rarely,other,73.0,likes_pets,m,no
46,average,regular,rarely,other,76.0,likes_pets,m,smokes
27,slim,regular,rarely,graduate,75.0,likes_pets,m,no
30,slim,regular,rarely,other,63.0,unknown,f,no
38,fit,regular,no,graduate,71.0,likes_pets,m,no
23,slim,vegetarian,rarely,student,66.0,likes_pets,f,smokes
30,average,regular,rarely,graduate,64.0,unknown,f,no
24,overweight,regular,often,other,66.0,likes_pets,f,smokes
36,average,vegetarian,no,other,68.0,unknown,m,no
27,fit,regular,rarely,other,69.0,unknown,m,no
35,slim,regular,rarely,graduate,67.0,likes_pets,m,no
38,fit,vegetarian,rarely,other,65.0,likes_pets,f,no
26,slim,regular,rarely,graduate,78.0,likes_pets,m,no
35,average,regular,rarely,graduate,61.0,likes_pets,f,no
24,fit,regular,rarely,graduate,69.0,likes_pets,m,no
26,fit,regular,no,high_school,68.0,likes_pets,m,smokes
34,slim,regular,rarely,graduate,61.0,likes_pets,f,no
42,overweight,regular,rarely,graduate,66.0,likes_pets,f,no
30,fit,regular,rarely,graduate,68.0,likes_pets,f,no
24,fit,regular,rarely,graduate,73.0,likes_pets,m,no
63,slim,regular,rarely,graduate,70.0,likes_pets,m,no
29,fit,regular,rarely,student,74.0,unknown,m,no
27,average,regular,often,high_school,69.0,likes_pets,m,smokes
19,slim,regular,rarely,student,74.0,likes_pets,m,no
24,average,regular,often,graduate,72.0,likes_pets,m,smokes
23,,regular,,graduate,68.0,unknown,f,no
30,average,regular,rarely,graduate,70.0,unknown,m,smokes
27,overweight,regular,rarely,student,63.0,likes_pets,f,no
24,fit,regular,rarely,graduate,68.0,likes_pets,m,no
28,average,regular,often,graduate,67.0,likes_pets,m,smokes
30,average,regular,rarely,graduate,66.0,likes_pets,f,no
24,,regular,rarely,graduate,65.0,unknown,f,no
33,average,regular,rarely,graduate,63.0,likes_pets,f,no
28,average,regular,rarely,graduate,70.0,unknown,m,no
51,fit,regular,rarely,graduate,71.0,has_pets,m,no
29,fit,regular,rarely,graduate,68.0,likes_pets,m,no
35,average,regular,rarely,graduate,60.0,unknown,f,no
45,slim,regular,rarely,graduate,64.0,likes_pets,f,no
27,fit,regular,rarely,graduate,62.0,likes_pets,f,no
25,,regular,rarely,graduate,63.0,likes_pets,f,smokes
32,average,regular,rarely,graduate,67.0,has_pets,f,no
29,fit,regular,rarely,graduate,74.0,likes_pets,m,no
24,fit,regular,rarely,graduate,71.0,unknown,m,no
36,fit,regular,rarely,graduate,66.0,likes_pets,f,no
35,slim,regular,often,graduate,69.0,unknown,f,smokes
32,overweight,regular,rarely,graduate,61.0,likes_pets,f,smokes
46,overweight,regular,rarely,high_school,72.0,unknown,m,no
33,average,regular,rarely,other,67.0,likes_pets,m,smokes
31,fit,vegetarian,rarely,graduate,64.0,likes_pets,f,no
31,overweight,regular,rarely,graduate,62.0,likes_pets,f,no
45,fit,regular,rarely,graduate,67.0,likes_pets,f,no
