Score,Text
0.534,"""Accrington Stanley? Who are they? Exactly. Things looking dire for West Ham despite the win. What's changed since March? #bbcfootball"""
0.661,"""Let go of the need to need. And find your own joyous path through the richness that extends in every direction."""
0.661,"""I beg you, never stop smiling. You deserve to be happy and to know all the beautiful things that life can offers."""
0.463,"""i was just talking about it last week .. how does your outside appearance (ie. dread locks) affect the ability you have to work?"""
0.650,"""Try to find the good in the negative. The negative can turn out to be good.\n#anxietyrelief #optimism #openminded"""
0.677,"""Lmboo , using my nephew for meme"""
0.379,"""I understand your concerns but look at her foundation contributions"""
0.532,"""Well look at the bright side. You found a use for that rope #TipsToSurviveAPowerOutage"""
0.233,"""I am beyond the sadness point. Have done it inside out. I live with CPTSD and BPD I can't always do the pity party"""
0.613,"""from here, it's but a short step to biweekly Community Meetings over a hearty meal of soy flakes"""
0.424,"""'I know you trusted me.' His words were soft as he ignored the anger and focused on the hurt beneath. 'I know I screwed up.' --"""
0.323,"""i have so much hw tonight im offended"""
0.400,"""is it bad that kurt is literally me..? #glee"""
0.393,"""Look at those teef! #growl"""
0.301,"""yea because forcing 5 turnovers and holding a pretty good offense to 7 points is concerning.....oh wait. NO!!"""
0.400,"""hannah stop being mournful and chill 💁"""
0.133,"""Wanted to get him a cake with sparkling candles but he doesn't like cake😒😒. Ruins everything"""
0.403,"""Not sure if thats an accomplishment or something to worry about"""
0.483,"""8. sweater weather - the neighbourhood\ngirls/girls/boys - panic! at the disco"""
0.902,"""But the lady at the store said I had nice eyelashes so that's good, right? #optimism?"""
0.846,"""Made my night that Reid was included in tonight's hilarity. Some of those points were brilliant. Thanks"""
0.043,"""#dobetter only two carriages on 14:49 Birmingham to Hereford no room to stand anymore Friday commute #unhappy"""
0.569,"""Lil reminder that my private account is a delight of shittalking and occasionally NSFW stuff!"""
0.258,"""Jeans with fake pockets #horrible"""
0.322,"""what I miss? #outrage"""
0.355,"""I would like to know about the source of The President's optimism about running the country. I wonder if he can answer my curiosity."""
0.194,"""Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice #anger #sadness"""
0.833,"""Do what makes you successful and #happy now and forever"""
0.435,"""One time I saw Rachel from glee tell someone their job was on a pole and I said that in 5th grade to a boy and he look confused"""
0.442,"""mine are good rn, gonna be horrid after next week"""
0.145,"""Do your fuc*ing job and report the news.Just another bully to go in the basket.Freedom or fear???"""
0.250,"""Huh! It's always my fault isn't it &gt;:( #sulk"""
0.613,"""The guy who calls people 'cuck' and is anti-BLM is offended by idea that he might not be pro-policing reform? That's amazing."""
0.516,"""I was like that when I started college. It was horrific but it probably will get better. Don't give up yet"""
0.500,"""I'm strong 'cause I'm weak\nI'm beautiful 'cause I know my flaws\nI'm fearless 'cause I've been afraid\nI can laugh 'cause I've known sadness.."""
0.790,"""ari looks hilarious oh my g d this is too much"""
0.828,"""Wishing the Ipswich Tigers good luck in their games throughout homecoming week!! We are cheering you on here at the City Office! GO TIGERS!"""
0.188,"""Take 2k out of it the numbers on madden are low and have dropped and people are unhappy"""
0.500,"""species cf. Don Jr. refugees/Skittles.know he likes his snacks,but even frown on talking about eating humans #lizardscum"""
0.589,"""i know i don't know u, but physiatrists are seriously the number one best thing for people with anxiety."""
0.517,"""Gas prices are hilarious. Cause they're simultaneously super subsidised and taxed"""
0.435,"""Might be the pout of a star baker tho !"""
0.683,"""she was my favourite such a joyful soul"""
0.267,"""She began to squirm beneath , struggling to get out of his relentless grasp. When she realized that the attempt was useless,++"""
0.742,"""When you wake up from a dream laughing at something stupid, and that makes you laugh more"""
0.328,"""maybe it'd have been different if I stayed for sixth form? But still, the oppressive architecture, uninteresting people"""
0.375,"""Niggas murking in each other. In murky water, I try to swim."""
0.339,"""why do i have such a thing for dark curly hAIR"""
0.534,"""i hate post con blues! But i avoided the plague too yay!! Yay constant hand sanitizer!!!"""
0.259,"""I get embarrassed at the slightest things and then I'll fret about it all day I hate it"""
0.467,"""Had a coworker look at her phone and say, cheerfully, 'oh look, Kap's getting death threats now.' 🙄. Then she goes to say the 49ers are"""
0.742,"""To all who follow me, whether we've ever talked or not hope you have a joyous life. Goodbye."""
0.048,"""Honestly depression is kicking my ass lately.. 😔"""
0.550,"""[He grumbled as he sat atop the sushi bar stool, crossing his arms defiantly, in a playful gesture, though he gave anyone who &gt;"""
0.667,"""Guitar shop owners everywhere rejoice"""
0.603,"""A #smile doesn't always mean a person is #happy . Sometimes it simply means they are #strong enough to face their own #problems ."""
0.625,"""god, Facebook's design has started to remind me of MySpace in its heyday"""
0.317,"""Whenever you are confronted by a wild animal or hostile individual remember that they can smell #fear or the fact you #poop your pants."""
0.375,"""broken policy' #blasio &lt;&gt; #trump #giuliani 'broken windows' all part of 'pecking order' #bully politics #america RESIST #motto"""
0.638,"""It's Thursday which means it's Grey's day #TGIT"""
0.519,"""I envy ice, at least if you give it warmth it melts #TaylorLautner #Twilight #hilarious #quote"""
0.241,"""Seeing double am so tired but I always grudge getting off my phone at night 🙄"""
0.914,"""THANK YOU SO MUCH FOR COMING TO DETROIT I'm going to sob joyful rainbows now brb"""
0.290,"""yes exactly &amp; he's sold out this country to #terror while #lying to cover it up"""
0.581,"""I often imagine hoe our moon would feel meeting the jovial moons which are all special"""
0.766,"""My siblings look all gangster &amp; I look all cheery 😅😂"""
0.621,"""a laurel and hearty handshake"""
0.844,"""yep. LOL"""
0.200,"""Losing the will 2 live with business bb gone down on hold for 23 minutes &amp; whoever picked up cut me off #fuming #NoWorkForMe"""
0.482,"""papercuts sting and stub ur toe last for like 10 secs"""
0.597,"""lmao awe..."""
0.129,"""I asked Jared to marry me and he said no. #offended"""
0.482,"""Good Master Vernon, welcome, nephews, from Bellario :\nThere is my lord, that thou interrupt'st our merriment."""
0.790,"""thanks for playing Crock Pot Going #radio #blog #blues #music #indiemusic"""
0.500,"""Fellaini has been playing ahead of this guy...just let that sink in"""
0.672,"""The world needs more laughter, more love, and a little more of you. - R.M Drake."""
0.232,"""Boycotting till butter pecan comes back. I am furious"""
0.297,"""Just a shame his world was gloom from day one almost.Though it makes sense he'd have the whole part hydra,part s.h.i.e.l.d(c)"""
0.783,"""Go follow #beautiful #Snowgang ♥♥ #Princess #fitness #bodyposi #haircut #Whitegirlwednesday"""
0.383,"""Tiangong 1, China's first space laboratory, will come to a fiery end in late 2017. The average decommissioned satellite either burns ..."""
0.638,"""Cool to see when smart #CowboysTwitter folks chirp the same stuff you did during your review. This is why I joined."""
0.782,"""HUGE CONGRATULATIONS TO NICOLE WINNING BIG BROTHER 18! #BB18 sorry not sorry #bbmichelle"""
0.150,"""After this news I'm supposed to be so damn happy and rejoicing but I'm here like 😩😔😭😞"""
0.355,"""Haha...sorry about the dreadful puns... I need to get out more....I've been cooped up lately..."""
0.431,"""I was cheering for NA team. Now I just want this is over and Gaudreau comes back in one piece. It is getting way too risky"""
0.550,"""It breaks my heart seeing people down or upset.. I will try my best to make them smile or cheer them up 🤗"""
0.352,"""The abysmal ignorance, frivolity and levity of the Italian priests stupefied him.' - Roland Bainton on Luther, #ReformationDay"""
0.500,"""Always doing the EmotionalHedge™ w #WPS\n\nI'm elated about start. Have I mentioned I'm on TAMU -6?!"""
0.897,"""#terribledebatequestions has given me so many laughs this afternoon! Thanks Twitter! #hilarious #cleverpeople"""
0.467,"""When's it all finished, you will discover that it was never random! #thoughts #restless #CrossoverLife"""
0.940,"""BIG thank you for liking my little Pumpkin :) She's the smallest of my 4, but is very playful &amp; wakes me up most mornings."""
0.817,"""Good morning, love! Happy first day of fall. Let's make some awesome #autumnmemories #annabailey"""
0.450,"""What's with all pre industrial revolution-esque footwear? You guys tryin out for grapes of wrath today?"""
0.274,"""Thanks for ripping me off again #Luthansa €400 not enough for a one way flight to man from Frk then €30 for a bag then free at gate"""
0.734,"""i just read it and it's so fun??!!!! So lighthearted and cheerful, i was right, it's a double cavity for me."""
0.121,"""quite simply the #worst #airline #worstairline I've ever used! #shocking #appauling #dire #dismal #beyondajoke #useless"""
0.500,"""#Followback Quote_Soup: Be happy not because everything is good, but because you can see the good side of everything."""
0.810,"""Like I said ➡ there's plenty of cheddar in the cheese to go around! For everyone. ☺"""
0.233,"""exactly what I have been saying on fb.. #bitter"""
0.226,"""so you were owned by losers on Twitter"""
0.267,"""She blamed Benghazi on a YouTube video. She blamed emails on #ColinPowell. Now she blames #terrorism on you. #weakHillary"""
0.089,"""i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG character☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️ #fuming"""
0.667,"""We're glad to hear that everything is resolved. If you need anything else, please do not hesitate to reach out to us. TY!"""
0.516,"""...X, X... Do... you... hear... me? Darn... Your... optimism led... ...to your own... demise... ... You... should... li...live #ZeroBOT"""
0.694,"""Well that draw is lively! #EFLCup"""
0.563,"""Just my attempt at levity 😉"""
0.411,"""Only God knows why things happen, sometimes it's just hard to understand. #prayingforyou"""
0.466,"""The little sniffle at the end of the song gets me every time."""
0.484,"""When's it all finished, you will discover that it was never random! #thoughts #CrossoverLife"""
0.379,"""&lt;she really said in response to what she perceived as a forced jovial tone. With that, she slid out of the jeep and onto&gt;"""
0.588,"""liking the optimism"""
0.355,"""It's 'Eye-for-Eye'. Indian Army never forgives, Never Forgets. They always take revenge, Pakistan breaks laws, I.A follows"""
0.306,"""going back to blissful ignorance?!"""
0.321,"""Already plotting next steps if I get cut off by the same minivan in tomorrow's drop-off line. #preschoolpolitics #momthings"""
0.887,"""#smile every morning to a positive head start with your #clients relations"""
0.741,"""I'll find Myself smiling and even laughing at jokes that I don't even think are particularly funny, and I know it's because YOU love them!"""
0.531,"""my haters are like crickets. they chirp all day but when I walk past them they shut the fuck up.- (my idol)"""
0.963,"""Thinking about trying some comedy on youtube. Always been fond of it. Time to nut up. #comedy #maybeoneday #hopefullyfunny #LOL"""
0.452,"""It hasn't sunk in that I'm meeting the twins"""
0.233,"""lydiaaaa, we were the only ones that were supposed to know that you make me nervous 😶"""
0.942,"""happppy happppyyyyyy happppppyyyyy haaapppyyyy birthday best friend!! Love you lots 💖💖💖💖💖💖💖🎉🎊 #chapter22 #bdaygirl #love"""
0.315,"""I admittedly went into this series thinking we'd see the Jedi in their heyday, not as dysfunctional UN Peacekeepers in space"""
0.259,"""please tell us why 'protesting' injustice requires #burning #beating and #looting terrible optics #toussaintromain is true leader!"""
0.661,"""have some issues with my broadband bill ,I am charged for the month before I signed up with airtel.. #hilarious"""
0.484,"""what happened to breezy"""
0.661,"""brennan cook and breezy should get back together😍😍😍"""
0.500,"""Who actually chooses to drink sparkling water 🤔"""
0.675,"""The true way to render ourselves #happy is to love our work and find in it our pleasure. Francoise de Motteville"""
0.650,"""im like 'this is better' in the moment cuz i panic and then later its so obviously not better. at every opportunity i choose to make it seem"""
0.156,"""Well my evaluation came back and i am minimally effective. Student test scores on the PARCC sunk my eval. it's time for me to quit teaching"""
0.672,"""we sound like vampires saying we wanna sink our teeth into the TT lads and their talents 😂😂😂😂😂😂"""
0.750,"""Getting my comedic relief w/ during season premiere of #ModernFamily. Just what a girl needs! #hilarious"""
0.484,"""Aw no problem. I just felt like speaking because I felt the same before and I want you to overcome it and not be discouraged. :)"""
0.750,"""Ciara asks was it a sci-fi movie, Julie &amp; Jen just stare, Claire on her phone, Joey bolts when the cab honks. LMAO"""
0.243,"""I have no clue where my charger is... #lost"""
0.750,"""#BridgetJonesBaby is the best thing I've seen in ages! So funny, I've missed Bridget! #love #TeamMark"""
0.483,"""*gets crushes on fictional and animated characters instead if real people*"""
0.617,"""She's foaming at the lips the one between her hips , one of many great lyrics"""
0.552,"""the Bushes were good with the forces of resentment when it made them money and gave them power. Now that it doesn't they've changed tunes."""
0.703,"""Oh please! INC talking about looting! I'm not saying #BJP is pure but this is such a #hilarious #irony! is def better!"""
0.391,"""#Pakistan is ‘terrorist state’, carries out #war crimes: #India to .\n #UNGA #UN"""
0.548,"""Not by wrath does one kill, but by laughter. Friedrich Nietzsche #friedrichnietzsche"""
0.194,"""If Payet goes either in Jan or @ the seasons end, can't say I blame him. The boy must b so disheartened by what he's seeing at the mo."""
0.306,"""The jovial laughter that Trump and his lackeys showed when Don King used the N word was a truly bizarre sight"""
0.742,"""Reflection: the grind has been so REAL! Working 2 jobs &amp; being in school. #ksudsm #ksu #recruiter #instructor #tumble #cheer #gradschool"""
0.352,"""specific &amp; intentional way. And part of that intention is to provoke conversation around systemic racism towards blacks."""
0.471,"""And with rich Fumes his sullen sences cheer'd."""
0.203,"""Can't believe how rude your cashier was today when I was returning an item! Your customer service is slacking."""
0.333,"""hah don't speak to me or my cousin like that, mind a had the displeasure of seeing u bare faced on eh train, no a pretty sight mate"""
0.383,"""can be as indignant as he wants but the world knows Obama will do nothing and Putin will just do what he wants #Aleppo #Syria"""
0.694,"""all I've seen is that clip of the jail scene with the sexuality part which was hilarious"""
0.532,"""Clean the #sink and make your #bathroom shine."""
0.463,"""Take my kindness for weakness when you acting silly keeping it 100 ain't your forté #breezy #ChrisBrown #TeamBreezy"""
0.878,"""Grateful for all the hungry people in my life! Hungry to learn, change, grow, help, etc - not sure anybody has it better! #relentless"""
0.345,"""Now that the n word is normalized by the media? Just wow. No words for this . No. Words. For . This. Frog been boiling in the pot via media."""
0.600,"""Great to hear. If there's one thing that makes you feel more like yourself, it;s some hearty chicken noodle soup, right?"""
0.938,"""I feel so blessed to work with the family that I nanny for ❤️ nothing but love &amp; appreciation, makes me smile."""
0.600,"""easy, breezy, beautiful rasta mon"""
0.823,"""Pre-game nerves have settled in 😱 i'l be #cheering from home guys 🔴⚪️🙌🏻🏉 #AFLCatsSwans #ProudlySydney #goswans"""
0.450,"""Never let the sadness of your past ruin your future"""
0.531,"""don't put famous dex in a tweet with breezy lol chris is that guy dex a bitch lmao n music ass"""
0.533,"""Love this! Laughing while crying works too! #katherinemansfield #failure #dealingwithfailure"""
0.741,"""Every time I hear 's organ kick in on the new , I break into the goofiest smile."""
0.250,"""Have the producers of ever been outside of their country? These are universal problems. #worldwide #anxiety"""
0.516,"""'Operation Echoes' is gathering momentum ... #tense #nervous #feelsick #excited"""
0.219,"""if you're unhappy with someone just fucking tell them you're unhappy and leave. Don't go fuckin around with other people on the side"""
0.359,"""all the best Moto GP is loosing a very talented rider"""
0.569,"""can you at least just walk past her and break out into laughter"""
0.534,"""all the optimism..."""
0.375,"""This tweet is dedicated to my back pain, which I do not understand because I am youthful and spry. Full of life. Vivacious."""
0.425,"""im love you, even if you bully me sadly"""
0.790,"""Tutoring gives me such an exhilarating feeling. I love helping people 😌"""
0.404,"""every time a new Anthony Weiner revelation breaks, Bill Clinton says a prayer of thanks that texting/DMing didn't exist in his heyday."""
0.339,"""Rooneys fucking untouchable isn't he? Been fucking dreadful again, depay has looked decent(ish)tonight"""
0.167,"""Jesus, you just made think that of all the Vols v fl games I've seen. I've never seen a win. #depression"""
0.355,"""sadly. It's just.. Did the dude have to yell out the frogs name at the Clinton rally that one day. It changed everything"""
0.574,"""hey breezy, you wanna give me some of that coffee you posted on your snap?? please"""
0.556,"""Best quote from a 7 in German - Almost"""
0.694,"""I'll be there!! Can't wait for all the #mirth!"""
0.661,"""The most important characteristic of leadership is the lack of #fear. #activism #equity #revolution"""
0.629,"""#twd comes on soon"""
0.828,"""15 minutes of yoga to your breakfast routine will change your day #preparation #sunriseyoga #bodyawareness #health #yoga #smile #stretch"""
0.429,"""vas a ir al de the amaity affliction?"""
0.600,"""it's not the most comforting &amp; jubilant place to be, but I do find joy in doing what's best for me and being passionate abt company I keep."""
0.850,"""Did u laugh today? Laugh hard? I hope so..we NEED laughter now. #smile #love"""
0.700,"""Watch this amazing live.ly broadcast by #lively #musically"""
0.597,"""still bitter about last night lads 😂"""
0.367,"""I'm just doing what u should b doing just minding my business and grinding relentless"""
0.532,"""Any possibly KG is being bought out as a player so that he can buy in from Glen as a minority owner?"""
0.059,"""Smokeys dad is sad :/"""
0.661,"""Rockin to Bob Dylan singin' Bob Dylan's 115th Dream on LPCO Klassic Rock #classicrock #klassicrock #rocknroll #blues #onlineradio"""
0.774,"""Did u laugh today? Laugh hard? I hope so..we NEED laughter now. #love"""
0.417,"""pretty average, klitschko fury did about 600k and Joshua white did about 450k"""
0.578,"""I know few will mourn the loss of Stitch's Great Escape, but...see, THIS is the kind of cost-cutting at parks I really don't care for."""
0.297,"""huff i know your pro-hillary and so is CNN and MSNBC, but they made no mention of this, this statement would be gold for em"""
0.638,"""Learning is key while converting your leaning to someone else is door, so when you do both you will open the door of success.\n\n #x33"""
0.333,"""i bet dat dog eating name brand cheerios. cant relate. i eat cheery O's"""
0.391,"""Need a new outlet for"""
0.654,"""isn't that the reason horror is popular? the exhilaration that comes from discomfort is enjoyable -- watch The Green Room :D"""
0.597,"""If ydu yell 'fire' in a crowded theater you will burst into flames. It's a cool trick, bu: only once."""
0.554,"""My liver is elated that isn't us"""
0.333,"""How sad is it that I'm rejoicing over a 72💀 #collegekills"""
0.800,"""you got this #staystrong #smile #yourebeautiful"""
0.533,"""So happy my next class is canceled bc..im od tired 😭"""
0.781,"""Aw there's a young fox outside on the grass just jumping around all playful and having a little stretch 🙈 soo cute 🐺"""
0.383,"""evidently feels above #norms. SHOW the #tax return, if you have nothing to"""
0.417,"""Mou is too jovial and trying to impress those players too much. No player is bigger than manutd. SAF won't tolerate all this bs"""
0.661,"""I'm still laughing 'Bitch took my pillow' line #glee #kurt"""
0.328,"""I know if I wasn't an optimist I would despair."""
0.690,"""It was very hard to stifle my laughter after I overheard this comment. It really is amazing in the worst ways."""
0.419,"""I don't know why everyone is pretending to be sad about angelina and brad, everyone knows his dumb ass should've stayed with jennifer."""
0.467,"""A shy failure is nobler than an immodest success."""
0.250,"""But guess what ? I'm sober"""
0.242,"""2 applications for my dbs and still waiting. Been over a year now. Going to loose my job 👍🏿 #thanks #unhappy #crb"""
0.839,"""Happy Birthday #cheerchick #jeep #jeepgirl #IDriveAJeep #jeepjeep #Cheer"""
0.667,"""the single tear is him being joyous that he's deleted the monster that has brought generations of despair"""
0.433,"""if Man U lose i may actually have a nervous breakdown"""
0.358,"""high fantasy , i feel like you could make a melancholy college age slice of life thing work too"""
0.734,"""Loving #Pitch so far !! 🤗🤗🤗 #chills"""
0.783,"""My friend just messaged me 'ugh I'm so hungry I can't wait for breakfast' #socialmedia #WineWednesday #funny #laughing"""
0.563,"""Accept the challenges so that you can feel the exhilaration of victory. George S. Patton #quote #yeg"""
0.641,"""Star trek online has a update to download oh fuming yay"""
0.317,"""crying because 's snapchat is bringing on some serious #glee feels 😭❤"""
0.391,"""A not turning up? Why am I not surprised. Late for work again!"""
0.621,"""Benefit out exhilaration called online backing off: JkUVmvQXY"""
0.442,"""Not the best horror ever but I like that the uncertainty"""
0.258,"""even if it looks like we are okay, the reality of that is were actually very worn out and forlorn"""
0.550,"""Me being on my dean really saving a lot of ppl, bc I don't snap nomore &amp; it take so much out of me.."""
0.360,"""I'd pay good money to watch someone slap that pout off Candice."""
0.734,"""I'm due for a big change! I've prayed on it, I think I deserve it #positivity"""
0.815,"""Thank you for teaching me how to live again. It's been so long since &amp; this ride is about to be exhilarating. I just know it"""
0.226,"""The 'banter' from Craigen and Sutton on BT is fucking horrid"""
0.719,"""I am a third year college student and and English major. Today is the first time I've ever written an essay without having a panic attack"""
0.274,"""Swear all of my guy friends are scaredy cats. You don't do horror movies. You don't do haunted houses. Wtf do you do then?"""
0.594,"""Don't ask, you don't get. Apologies if I've offended you. All due respect Alan, I think you've been fed duff info."""
0.092,"""Scott Dann injured aka my worst nightmare"""
0.367,"""Rooney needs to come off! Absolutely dreadful! 🙈🙈🙈 class goal from showing why he should be in the team!!"""
0.786,"""Thank you for the balloons today. #goodday #48"""
0.370,"""Bilal Abood, #Iraq #immigrant who lives in Mesquite, Texas, was sentenced to 48 months in prison for lying to the Feds about #terrorism."""
0.210,"""mmmm i'm kinda sad i hope i can shake this before school"""
0.234,"""happy anger sad melancholy confusion #woodspurge"""
0.750,"""— can't wait.' She said cheerfully and grinned."""
0.328,"""A liar an a bully for president? They say every vote matter , well I'm sorry you'll not get my vote until the year 2020"""
0.446,"""snap meee"""
0.217,"""I know I've painted quite a grim picture of your chances. But if you simply stand here, we will both surely die."""
0.586,"""First weekend of fall; let's see if I can stay disciplined to this seasons goals. #fitness #running #sober #Mindset #firstfriday #family"""
0.367,"""i swear people dont wanna see me happy like they will try to do anything to fuck up what i got going"""
0.086,"""And I would advise that everyone wait to watch ,or actually don't wait, just don't even watch it because it is #awful"""
0.194,"""♪OLD FISH #discourage"""
0.516,"""I don't need a mask, but I'll gladly make a donation to help in ur name! Is it Mr. TY Rex or first initial only? #serious"""
0.517,"""Our tone of voice: we're like One Direction, we're thoughtful and timid, yet playful"""
0.677,"""Go follow me on Musically I am making a lively. Come and join BFFing and Following ;) See you there!"""
0.672,"""Elinor,' she laughed so little known, all over every body at the brilliant cheerfulness of sweetmeats and a fashion."""
0.357,"""The Quarterback' wrecks me every time.. #glee"""
0.500,"""#RIP30 Heaven is rejoicing because they've gained an angel, the Keifer family are in my prayers 💙🙏"""
0.345,"""I was injecting a little levity! The person who tweeted the coke/rape tweet is obviously an idiot"""
0.339,"""Yell, 'Bye, garbage!' cheerfully after it."""
0.435,"""When your rewatching glee and break down in tears all over again. 😭😢 #glee"""
0.387,"""That was exhilarating hockey. They're still out if Russia wins in regulation I'm reading. #fuck"""
0.141,"""peanut butter???? You some kinda pervert?? #awful"""
0.350,"""I don't know how people can binge watch horror films ...ALONE!😓😰"""
0.690,"""PM nawaz sharif adressed in uno produced mirth among kashmires well done pak wel done nawaz .we want demilterization"""
0.722,"""#WaltzWithBashir was incredible, tho I think it's more of an #animated film than #documentary about #Lebanon war"""
0.167,"""Half past midnight, loud banging on our front door, been told about new rape cases in Edinburgh today #nosleep"""
0.125,"""I've returned from the dead with a desire to clean the apartment and eat something that isn't garbage. #managing #depression"""
0.621,"""•Days!'\nHe was itching for a fight..itching for the exhilaration of battle, of almost getting defeated, the adrenaline"""
0.507,"""Michael Carrick should start every game for United and England"""
0.548,"""I truly feel like science has the ability to make a milk out of anything ... cashew milk, hemp milk, pine nut milk, dandelion milk"""
0.429,"""Google caffeine-an sprightly lengthening into the corridor re seo: WgJ"""
0.891,"""I'm always smiling so that's why I'm always happy 😂"""
0.774,"""The little sniffle at the end of the song gets me every time. #rejoice"""
0.431,"""#ahs6 every 5 minutes I've been saying 'nope nope I'd be gone by now.' 'MOVE' or 'GTFO' so thank you for the"""
0.781,"""You're so cute #truelove #hilarious #beautiful &amp; #graceful never heard explicits spoken with such elegance. #Mingo"""
0.919,"""I'm so so so excited for #UsernameRegenerated I can't wait! I wish I could get a signed copy! I'm so happy for you."""
0.617,"""Laudrup and his evil white companions rejoice."""
0.532,"""Literally dying &amp; living at the same time as I catch up on 's twitter. If you aren't following him your life is BASIC."""
0.359,"""I can't even celebrate my wins or mourn my L's cause first test week is that busy 😕"""
0.732,"""\nI bought the Steam port of Vice City, and to my delight Billie Jean is on the soundtrack!"""
0.226,"""when you find out the initiative isn't even a thing 😧"""
0.156,"""i think your high-profile female colleague would be one in yhat category... #massexodus #bitter"""
0.484,"""alternate reality where has a comments section and you can give poems a cheery thumbs up or a disappointed thumbs down"""
0.113,"""I want to pour all my tears on someone right now. So tired of this #upset"""
0.823,"""had more fun than the funniest person in funsville..... Much hilarity as usual.... Thank you ❤️"""
0.717,"""we just found thin mints in a freezer clean. i couldn't be more elated."""
0.081,"""I'm furious 😩😩😩"""
0.821,"""This is hilarious ! Not a Freudian slip, eh !"""
0.532,"""Kinda wished I watched mischievous kiss before playful kiss"""
0.550,"""heres what we can do, Get Brock and Sable to tag team mr and mrs AWOL and watch with glee"""
0.879,"""Happy Birthday shorty. Stay fine stay breezy stay wavy 😘"""
0.500,"""Like hello? I am your first born you must always laugh at my jokes."""
0.233,"""snap, seems to be a problem here"""
0.661,"""wow that sounds terrific"""
0.550,"""I convinced my mom to watch it. Killgrave gave her literal nightmares, but watched last episode four times."""
0.500,"""please. Or you could be clouded by your passion. Emotion leads you from the truth."""
0.362,"""Drop Snapchat names #bored #snap #swap #pics"""
0.766,"""That's awesome! p.s. ok, what are the odds of that, swapping neighborhoods? #hilarious"""
0.880,"""Blake lively is flawless"""
0.565,"""plan a date... like a date u find pleasing or smth. fuckign\n\n10/10. because the child will grow to be a ten out of ten"""
0.966,"""It's meant to be!! #happy #happy"""
0.537,"""#ThisIsUs has messed with my mind &amp; now I'm anticipating the next episode with #apprehension &amp; ! #isthereahelplineforthis"""
0.086,"""more like quickie divorce #awful"""
0.422,"""--an uncertainty. [Halsey teases, her lips curving into a jovial smirk.]"""
0.679,"""I send ya a few #playful nibbles 😉"""
0.677,"""I like your optimism!"""
0.267,"""Really sad &amp; surprising. 1 side #Russia fighting against #IS &amp; on the other supporting #Pak which is epic centre 4"""
0.483,"""check out the article on on #shocking"""
0.468,"""When ya'll talkin about you know who I don't know who ya'll talkin bout, I'm on the new shit....chuckin up ma deuces......🔥🔥 #kanye"""
0.355,"""The new lock sound is grim"""
0.300,"""Take public opinion on revenge with Pakistan if govt is unable to decide."""
0.629,"""yup I feel dirty cheering"""
0.267,"""Another grim &amp; compelling news report by on the blockade of aid to the starving in #Yemen #BBC #dosomethingpoliticans"""
0.375,"""#Violence doesn't fix violence. #pain and #anger are the same reaction in the brain. Cure the pain and the anger will go away."""
0.379,"""As a historic evangelical, I wonder if the Donatists had a point? What dreadful clergy in my fmr. circles."""
0.500,"""you may be right, but since year the bad events begin with B, I'm privately hoping we've got at least C-Z to go 1st #optimism"""
0.183,"""how on earth can I send an email to you? Very annoyed customer!!!"""
0.484,"""it's got her little pout"""
0.722,"""this makes me giggle with glee!"""
0.379,"""Marcus Roho is dreadful"""
0.565,"""All the bright places :("""
0.594,"""The return of Matt Damon, and of director Paul Greengrass, brings back all the exhilarating if rather po-faced entertainment to a movie"""
0.685,"""A hearty thank you to you all for joining in tonight. Some delicious British dishes on your menus. #BeerClub"""
0.323,"""final vestiges of my 90's childhood were just dashed on the shoals of hearing a house cover of Tracy Chapman's 'fast car' at the dayjob"""
0.240,"""Liam is too distant makes me mourn 😪"""
0.177,"""The liberal outrage over don king saying the N-word really angers me. The white yuppie progressives can go fuck themselves, shame on blacks"""
0.286,"""When you break a record in #madden I wish it didn't say the same shit after every rush like you just broke the record. #shutupphilsimms"""
0.650,"""the rappers who stayed true to the game is rich."""
0.138,"""depressing how despicable Trump, with no policies, campaigning on bigotry &amp; rancour can be so close, evil immoral disaster"""
0.710,"""Rojo is hilarious"""
0.823,"""its been ages since ive had shawarma my stomach is #rejoicing"""
0.883,"""i just spent $40 on big little sis tomorrow and i am beyond happy about it #SAW #mums"""
0.609,"""took them an awfy long time to spot their goal was disallowed ☺️ #pleasing"""
0.433,"""I need to stop second guess myself and just go with the first thought and go with it."""
0.172,"""u shd b embrrssd. u jack up my bp meds twice and it will still take 3-5 days? Not express at all. #expressscripts #horrible"""
0.859,"""it's great to see Matilda so happy in her new chair it will provide her with access to lots of new experiences."""
0.419,"""which always leads to the kind of hilarity average people will never experience - especially during breakups."""
0.845,"""Nice to see Balotelli back to his best, good player.. Just lost his way a bit!"""
0.333,"""Hate being sober so I popped two"""
0.533,"""ACT 4 #anxiety &amp; #depression group. beginning Mon October 17 for 6 weeks. Contact me to register now! #mindfulness #Halifax"""
0.367,"""The feeling of taking someone's life is either scarring or exhilarating, but for people need to realize that we're going to die at some--"""
0.333,"""[Reyes snarled in frustrated anger, steel claws flexing dangerously. But she uttered those damning words, it seems to snap --"""
0.633,"""You are all our angelic comrades!"""
0.633,"""Study finds #awe &amp; #wonder of something greater than self, leads to #creative boosts of expansive thinking. #write #thoreau"""
