Score,Text
0.375,"""That is at least the 3rd time the balls been burst in our games"""
0.646,"""Dear future big brother players, just chase dick all season and you too can win 500,00 dollars and an Sti #bb18 #bitter"""
0.438,"""Repeal/remove the 'Johnson Amendment'. It is a direct affront to the First Amendment of the Constitution."""
0.500,"""There's a difference though. A grudge cab be tamed. Feeling uncomfortable is pure emotion, you can't really control it."""
0.468,"""oh yeah. I HATE the air raid and I don't like the Oregon/Baylor offense and I'm not a fan of the ole miss one either"""
0.375,"""you are an angry glass of vodka"""
0.208,"""is the live event Brock vs Orton 2 this Saturday on the WWE Network? If not it needs to be! :) #wwe"""
0.438,"""#DonKing lion of #black community speaks truth to power of insult 'black vote is given away cavalierly...playing by ()'"""
0.295,"""with their faggy colors are nice' is ok too. Even tho some might take offense because WORDS LOL."""
0.604,"""not received verification email, asked for it to be resent 5 times still nothing."""
0.375,"""Nor hell a fury like a woman scorned -- William Congreve"""
0.604,""": Wrongdoing! Grrr. After the fact, I know, but emailing displeasure now anyway ."""
0.542,"""b***er off. NCFC is a grudge match :)"""
0.667,"""fucked my coupon that goal!"""
0.542,"""like going to a so called cardiac arrest that turned out to be a cut finger! #medchat"""
0.812,"""I got a NO RESPONSE again from an #irate customer of #amazon 😞😞\nwhy can't they understand that it's not always amazon fault..\n#carrierfault"""
0.708,"""I wonder what American city will be next to protest about police shootings. Who's next? Smh. #whenwillitstop #angry #howmanymoretimes"""
0.667,"""You ever just be really irritated with someone u love it's like god damn ur makin me angry but I love u so I forgive u but I'm angry"""
0.328,"""I wouldn't bring this up if I were you. It's a very touchy subject. And people get way to offended these days"""
0.250,"""I wanna see you smile I don't wanna see you make a frown"""
0.676,"""Karev better not be out!!! Or I am seriously done DONE with #angry #unfair #ugh"""
0.521,"""Leave it on there, rule,nimber 1 of carpet cleaning!!! #worsethananatomicbomb #accidentlyspillbeeronthecarpet"""
0.667,"""im so mad about power rangers. im incensed. im furious."""
0.542,"""I'm not used to pretty girls that use curse words to express their anger. I just feel like I'm a little bit surprised and turned off as well"""
0.214,"""He's mixing it up pretty well..using that slider pretty affective so far #thebabybombers #yankees"""
0.458,"""I wonder what would happen if I were to tell some people the truth #savage #uhoh"""
0.458,"""— Self-hatred gives rise to fury, fury to the desire for self-change."""
0.583,"""and there was I thinking #UKIP were a party of angry old men - how wrong can you be!"""
0.562,"""And to discriminate only generates hate\nAnd when you hate then you're bound to get irate,"""
0.708,"""don't provoke me to anger"""
0.295,"""It's easy to hold a grudge harder to let go."""
0.438,"""Eat my ass' is no longer an insult"""
0.417,"""May I suggest, that you have a meal that is made with beans, onions &amp; garlic, the day before class."""
0.685,"""Pride and Prejudice is a modern day Keeping up with the Kardashians' - .............I've never been so offended in my life"""
0.312,"""true...\nThey r burning with other's pleasure!\nPpl in true love happiness everywhere _😃"""
0.792,"""wow!! My bill is £44.77 and hav a text from u to prove that and you have taken £148!!!!! #swines #fuming #con!"""
0.386,"""Defination of a best friends..!!! \n\na person who opens his mouth just to #insult yu..!! :D :D :D"""
0.479,"""I had to unfollow, he got trolled by trolls. His revenge trolling just caused a lot of collateral damage."""
0.458,"""Are belittling kitty straight a service? provoke lift aboard!: Wycelv"""
0.750,"""something needs to be done about people hogging machines - nobody can use 3 machines at one time! #angry #notfair #whypay"""
0.500,"""\nIf this room was burning 🔥"""
0.583,"""sorry I'm just angry my drone flew away"""
0.333,"""i watch all your videos but i like madden better!"""
0.438,"""your outrage (your tweets, your jokes, your attention) is *exactly* what M*lo wants\n\n(this is not meant as a defense)"""
0.760,"""Why are people even debating on race inequality within our justice system like it's non existent? They're just trying to aggravate us."""
0.438,"""-- used as a pawn in this red woman's game] For now, try not to fret and act as if nothing is amiss. This is a royal --"""
0.667,"""u probably irritate the shit out of him always talking to him. He could probably give 2 shits about u lol 🖕🏻"""
0.417,"""Or when they hmu on snap, and I'm like.. which one are you. 💀"""
0.521,"""Event started! everyone is getting ready to travel to the lake of rage, where everything glows"""
0.146,"""I'm girly in the sense that I always have lashes &amp; nails done but tomboy in the sense that black is my only color &amp; refuse the ruffle life"""
0.354,"""I remember TAs in the gamedev program said he had temper tantrums in class all the time lol"""
0.500,"""Quite the response of retaliation from Weiner in getting revenge on Huma &amp; Hillary 'clam digging'.\n#AllScumbags"""
0.667,"""some of the casuals tweets that Vic has faved are making me gag #bitter"""
0.292,"""One of my favorite classic cars is the Plymouth fiery."""
0.521,"""Ive always wondered how long Angelina put up with Brad's crap. Not gon lie 😐 #bitter"""
0.840,"""you are a cruel, cruel man. #therewillbeblood #revenge"""
0.458,"""Point scorning and fury at Labor does nothing to address long term detention and the need to resettle #asylumseekers from #manus and #Nauru"""
0.792,"""I blame the whole season on Natalie! The season would have been so different had she not turned her back on her alliance! #pissed"""
0.438,"""oh so that's where Brian was! Where was my invite?"""
0.417,"""SPARKLES, proud little huff. Still posing mind you."""
0.312,"""I wish the next madden has a story mode too. Just like Fifa 17 #madden"""
0.542,"""Id love 2 c Gyimah in action but his coach is holding a grudge against him!"""
0.479,"""Because it was a perfect illusion, but at least now I know what it was. #ladygaga #iscalming#mysoul"""
0.468,"""BUT arms (focused rage) is overpowered, it will be getting nerfed. It'll still be stronger than fury though"""
0.542,"""more like every color looks the same #triggered #colorblind #offended"""
0.479,"""After what just happened. In need to smoke."""
0.208,"""hahah tiff sent me that too😂"""
0.583,"""as someone that's struggled w EDs since i was 7y/o, i resent everyone who's making a spectacle of a certain youtuber who has severe anorexia"""
0.667,"""I can definitely feel my irritation today, lord give me strength"""
0.729,"""These people irritate tf out of me I swear 🙄 I'm goin to sleep ✌🏾️"""
0.479,"""Yo gurls Dm for a tribute 😜💦 #snapme #dm #nudes #tribute #cumtribute #cock #cum #swallow"""
0.562,"""the first resulted in me angrily sobbing and ranting about finnick in the cinema"""
0.479,"""welcome ji . sorry for words that irritate u"""
0.491,"""I was so looking forward to . Then it opened with a #stuartspecial. I literally yelled at my tv."""
0.521,"""Joes gf started singing all star and then Joe got angry and was all sing it right and started angrily singing it back at her"""
0.208,"""GAMEDAY VS BUFORD TODAY AT 5:30 AT HOME!!!!!!!!! NEVER BEEN SO EXCITED"""
0.375,"""turn that grumpy frown upside-down\n\nYou did something next to impossible today"""
0.375,"""Hi Monica, I write regularly for - but not on bees - never dared try them #buzz #sting #HONEY"""
0.292,"""Favourite quote of the year so far is by 'I swore at a parsnip' 😂 #raging"""
0.688,"""how can you even forget to pick ur fave child up from school #offended"""
0.646,"""why doesn't this account follow me #offended"""
0.375,"""snap, seems to be a problem here"""
0.417,"""2 biggest fears: incurable STD's and pregnancy...I mean, they're basically the same thing anyway #forlife #annoying #weirdsmells"""
0.771,"""Sam- yes we have! Not helpful at all! We need this sorting ASAP! You keep promising stuff that doesn't happen!!!! #fuming"""
0.396,"""Pro Tip: Go back to work when your kid reaches 20 mos old. Stay home any longer, and you'll be absolutely miserable with the ."""
0.500,"""Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice #anger #sadness"""
0.250,"""I forgot about this nice area down here with the fiery hearths"""
0.688,"""ummm, the blog says 'with Simon Stehr faking 7th'...I'll expect an investigation forthwith. This is an #outrage"""
0.438,"""I've been having a quad shot every day and can sleep right after... it's time to detox 😅 I get raging migraines without coffee :/"""
0.833,"""Circle K is dead to me. I hate your new slushie machine. #irate #livid"""
0.708,"""so in your opinion is this the worst delhi govt? #acrid #bitter #hypocrisy"""
0.604,"""Ok scrubbed hands 5 times before trying to put them in.\nEyeballs #burning \n#EvenMoreBlind accidentally scared the #cat whilst #screeching"""
0.518,"""Why to have vanity sizes?Now sizes S,XS(evenXXS sometimes) are too big, WTF?! Dear corporate jerks, Lithuania didn't need this. #rant"""
0.333,"""Lot 100 would give Ghandi road rage"""
0.688,"""Forever raging 😏😂😭"""
0.583,"""Just seeing Alex revells face gets me angry"""
0.521,"""I was so looking forward to . Then it opened with a #stuartspecial. I literally yelled at my tv. #umbrage"""
0.646,"""Does she really need to pout all the time - getting on my nerves #GBBO"""
0.375,"""Taking umbrage because Jimmy Carr claimed that Bilbo Baggins went to Mordor on 8 out of 10 cats does Countdown. Know your Baggins', mate."""
0.479,"""Then u understand that rage is often not pretty, or controlled or rational - it is often visceral-not always logical."""
0.729,"""I know your furious, i am too, but just stop fucking moaning. We didn't win until the 7th game last season and where we finished."""
0.500,"""Congrats to #Nicole #bb18 ... Fix that nose now 😒💁🏻 #bitter #petty"""
0.438,"""Me and these burns that I pick up off the pitches don't get on at all like 😢😢"""
0.479,"""Flirt, simper, pout, repeat. Yuck."""
0.438,"""Since the 'update' my loses power nearly 40% faster."""
0.417,"""yep. LOL #bitter"""
0.583,"""specific &amp; intentional way. And part of that intention is to provoke conversation around systemic racism towards blacks."""
0.375,"""Yeah, no. I don' mind tweetin' that twice. #blm #likeThat"""
0.500,"""I'd give that pout the firm D"""
0.500,"""Mia has the worst road rage I have ever seen and she gets so mad when I put my hands on her windows lol"""
0.562,"""People will always get offended everyone's situation is different! Just because we have kids doesn't mean we have to settle"""
0.759,"""Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES #rage"""
0.132,"""Always so happy to support you brother. Keep that fire burning &lt;3"""
0.717,"""ive went roght in the huff. Deleted the episode out of anger n everything (regret it now)"""
0.750,"""What can't you grasp? Besides yr cognitive dissonance, raging away. Each. Incident. Re: LEO-shooting = SEPARATE."""
0.542,"""relentless echo chamber - negative comments with lots of reverb. Typical bully behavior."""
0.771,"""People irritate my MF soul"""
0.667,"""Another raging storm brought on by my own emotions sorry everyone. enjoy the thunder"""
0.438,"""You two are TEN TIMES more interesting than those particular afternoon goofballs (I could say worse). #umbrage"""
0.583,"""not going to waste my energy holding a grudge against someone who wasnt even in my life a year XD \ntime to release those feelings of dislike"""
0.812,"""Yay bmth canceled Melbourne show fanfuckingtastic just lost a days pay and hotel fees not happy atm #sad #angry"""
0.188,"""Drop Snapchat names #bored #swap #pics"""
0.479,"""Seeing double am so tired but I always grudge getting off my phone at night 🙄"""
0.771,"""Hi folks. Flight is going to be over an hour late departing from INV (EZY864), how do we go about getting a refund please? #boiling"""
0.729,"""Your twitter picture just makes me fume."""
0.354,"""Are you lost in the fury, fearing that you'll fail?"""
0.177,"""I love Lizzy Warren's latest rage against Wall Street."""
0.438,"""Another L on the board we just cannot match up on paper with these teams at the moment and its showing on the field. Onto Denver #revenge"""
0.750,"""how on earth can I send an email to you? Very annoyed customer!!! #fuming"""
0.583,"""Delete this shit Josh just screenshotted my snap me"""
0.667,"""People who go the speed limit irritate me"""
0.250,"""Oh yeah Squid face God madden 17 xbox1 come see me"""
0.417,"""Despite your #outrage fatigue, don't lose your shine"""
0.417,"""They're still using his offense, up the middle 3X &amp; punt."""
0.646,"""yeah I received a fine today which I am furious about, currently appealing it after being a member for so long..."""
0.375,"""All the young people are so bitter about how the older contestants probably know how to make Bakewell Tarts 😂 #GBBO"""
0.188,"""peanut butter takes away the sting"""
0.646,"""Can someone make me a priority list of which things I should be outraged at + in which order? #racism #animalrights #abortion #cops"""
0.771,"""Some Mexican ladies irritate the fuck outta me. Have a their own lil preschool of fucking kids for the welfare &amp; allllat smh."""
0.125,"""#oow16 #sting decent new song"""
0.750,"""Where's your outrage when a black man kills another black man in the streets?"""
0.771,"""So #angry about my order. 6 #months ago I placed an order of over $500. Card billed. Never #received \n#disappointing"""
0.562,"""Let's not stereotype all South Asians as relentless beat reporters."""
0.646,"""You a fuck boy if you run drag routes back to back in madden"""
0.562,"""you should be criminalized for posting a pic of that brown frown.... Get a pic of some jack, or cookies, or diesel, Join up"""
0.146,"""ya girl is"""
0.542,"""timid but determined version of the rabid beasts beyond the land. Growling beneath my restrained breath, I //rip// myself --"""
0.222,"""that's the joke. I know it's incense"""
0.438,"""Realizing that holding a grudge for long is immaturity is wisdom"""
0.479,"""Star trek online has a update to download oh fuming yay"""
0.354,"""everyone is against wigan because we are the biggest club"""
0.182,"""Leveled at the half. Much better offense expected in the second half"""
0.479,"""Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope :-/ #angry #annoyed"""
0.396,"""The medicine is burning me"""
0.854,"""How on earth can the projection of all that is good and happy and true in my soul be a poisonous fucking snake? #patronus #adder #offended"""
0.250,"""I think &amp; must actually have to be working like me &amp; because I havent got any snap chat videos today"""
0.438,"""interesting that we,an Authentic Afghan Restaurant,R getting calls from the media over resent tragedy that happened in"""
0.208,"""decorations are up all over Jersey already"""
0.312,"""Anger is cheap and politeness is expensive. Don't expect everybody to be polite. #ThoughtfulThursday #anger #politeness"""
0.438,"""Finding out my two best Fwendz are going to rage with me at makes this last week of no sleep extra worth it"""
0.438,"""The rage has died down."""
0.625,"""I've been disconnected whilst on holiday 😤 but I don't move house until the 1st October 🤔 #furious"""
0.862,"""The majority of people irritate the fuck out of me, cba with people ahahah"""
0.375,"""She's jogging a bit to stay beside her, puffing her cheeks with a huff each time. 'Oh-- jeez Jasper, why don't you —"""
0.646,"""Forgot to eat dinner and now I'm furious with everything and everyone"""
0.396,"""#GBBO is such a homely pure piece of tv gold. Channel 4 will attempt to tart it up. Mary, Sue and Mel gone. It's over. I'm out. 👋"""
0.646,"""why does tracking show my equipment delivered, when it wasn't? Why is my service suddenly delayed? We've already 3 weeks."""
0.521,"""her team must draw from a hat for daily personality #drugged #yeller #quiet #screamer #😂😂"""
0.458,"""not mad but tilting? slightly irate? is that cool?"""
0.375,"""yea because forcing 5 turnovers and holding a pretty good offense to 7 points is concerning.....oh wait. NO!!"""
0.375,"""Dentist just said to me' I'm going to numb your front lip up so it'll feel as if you've got lips like Pete Burns!...... She was right #pout"""
0.583,"""'shit' doesn't even begin to describe these fiery little demons straight from hell 🌝🌚 ;)"""
0.337,"""that's not easy to blow up the LT on a run play. He created the seam for Sua to burst through"""
0.408,"""In inter-group relationships, #anger makes people think in more negative and prejudiced terms about outsiders."""
0.542,"""This is about him being left off because they wanted to play a heavier game. We needed his offense tho. Amongst others."""
0.833,"""I'm furious!!!!"""
0.729,"""Now that the whole clown rage has scared me shitless, I'm gonna go cry in my room"""
0.583,"""going back to blissful ignorance?! #fury"""
0.322,"""-- haired man strides close and watches as the Major flinches away from him, the reaction draws a growl from his throat. -- ()"""
0.396,"""standard bitter response .... how's it feel to be the small club in a big city"""
0.521,"""snap meee"""
0.354,"""Sorry to burst your bubble but it isn't that century anymore. Welcome to the 21st century."""
0.500,"""aye man she was fuming xo"""
0.479,"""&lt; feel everything. She would remember everything. Evanora hoped this would serve to fuel the creatures anger and run rabid &gt;"""
0.708,"""Instagram seriously sort your sh*t out. I spent ages writing that caption for you to delete it and not post it!! #instagram"""
0.032,"""just waggled my eyebrows up and down at the baby and she burst out laughing i love her haha"""
0.417,"""That's true, it does go both ways. But I've been on the receiving end of a vegans wrath! Lol! I personally wouldn't condemn"""
0.542,"""Argh a big wasp buzzing between my blinds and my window. Halp! #wasp #evil #buzz"""
0.688,"""Someone needs to tell Candice she'll be stuck with that shitty pout if the wind changes. #GBBO"""
0.354,"""Having a baby born too soon is #lifechanging 6 years on and it feels like only yesterday #sad #happy #emotionalrollercoaster"""
0.688,"""Smh, remove ideologically bankrupt and opportunistic establishment now. They're burning all bridges and social contracts. #anger"""
0.418,"""Changed my clothes at work and had my pre-workout.. In route to the gym and there is traffic all over - pre workout kicking in.."""
0.375,"""Bored rn leave Kik/Snapchat #kik #kikme #kikmessage #boredaf #bored #snapchatme #snapchat #snap #country #countrygirl"""
0.875,"""So fucking mad my blood boiling."""
0.542,"""... flat party and I instantly get bollocked about it."""
0.417,"""DirectTV is the best. Apparently you just sit in silent anger. 'Don't press or say anything'"""
0.646,"""you keep talkin shit and trying to offend me but you're just petty as fuck"""
0.500,"""i turn the game on wanting to play madden, and before i load up a game i just turn it off now."""
0.593,""".: 'Today's proceedings and the entire process is an insult to our constituents.'"""
0.479,"""Hell hath no fury like a late twenty something dude who's concur for government session keeps expiring before he can submit a form"""
0.519,"""i have so much hw tonight im offended"""
0.375,"""But if you wish to live bitter because your guilty conscience made you think it applied to you as well then that's on you, I'm not sorry💁🏻😊"""
0.438,"""Think of #anger as this barrier between you and your truth.'"""
0.312,"""why doesn't this account follow me"""
0.417,"""i've got a lot of tokens saved up and i wanna spam the event song but my eyes sting im so tired"""
0.146,"""That last #madden commercial 😆😆😆😆😆😆 #TNF"""
0.792,"""'you people' infuriate me!"""
0.479,"""i live and die for mchanzo honeymoon crashing and burning the second they move in together"""
0.854,"""Wont use using again!! These guys cant get nothing right!! #fuming"""
0.438,"""It's weird because I was discussing sex resentment and confusion in the thing I was writing last night."""
0.417,"""i Lowkey forgot you had twitter and if you don't follow me back im gonna be"""
0.417,"""dis dat nigga from fume right?"""
0.690,"""both are nonsensical. If there's injustice against blacks, why add to it by destroying black property. It's misdirected anger"""
0.867,"""That's really it for my madden career that game sucks , ea sports does a piss poor job every year on that shit"""
0.500,"""I wouldn't have #anger issues.....if she didn't have #lying issues.....think about that one. #pow #lies #confusion"""
0.479,"""I'd say your outrage is the really FAUX outrage."""
0.521,"""Yet we still have deaths, road rage, &amp; violations on the road, despite a widely accepted concept of 'personal accountability' while driving"""
0.375,"""Way towards be prominent if your exasperate is peaked?: TGMbNqUEe"""
0.250,"""- remind them 'Twenty's Plenty' !"""
0.562,"""hitting your children as discipline because you're being quite a raging hypocrite if you're not."""
0.333,"""Look at those teef! #growl"""
0.417,"""Nahhhhhh snap story has got me bussing up 😂😂😂😂😂😂😂😂😂😂😂😂😂😂"""
0.147,"""The most important thing to #bestrong is to hold your #thoughts"""
0.500,"""I think I must scare my coworkers when I'm eating like a rabid animal on my breaks #srry"""
0.688,"""Trump supports reach another level of irritation within me"""
0.906,"""Honestly fuming"""
0.479,"""So I wished my sis 12 midnight but received no reply from her. My 2nd sis JUST wished her, got a reply. You know who's the fav"""
0.500,"""#india will take #revenge by making 3 new movies like #phantom and they will be like #ghus_k_maren_ge this is how indian army take revenge"""
0.500,"""Prudence suggests that a 8+% bump over 2-3 weeks should be viewed with SKEPTICISM. Media/HRC axis"""
0.396,"""The patriots have the lamest color rush jerseys in the whole nfl #madden (I hope they wear them tonight)"""
0.625,"""Having one of those #angry days. I will have to stop watching #news."""
0.354,"""there was a US diver named steele johnson. i'd like him barred from the olympics."""
0.289,"""Do not be angry with God because you do not get what you want, for God gives most when you expect least."""
0.146,"""what I miss?"""
0.292,"""😳The intensity that play at is extraordinary #relentless #AFLCatsSwans #AFLFinals 🏉👏🏿"""
0.438,"""YUUUHH 🙄😭 plus clin ep and prevmed ugghhh hahaha"""
0.255,"""You two are TEN TIMES more interesting than those particular afternoon goofballs (I could say worse)."""
0.458,"""haha! She did well today. I can't get beyond her pout annoying me I'm afraid."""
0.566,"""I don't get what point is made when reporting on Charlotte looting . Why not explore what looting businesses symbolizes #outrage"""
0.427,"""Don't ask, you don't get. Apologies if I've offended you. All due respect Alan, I think you've been fed duff info."""
0.458,"""that was neither intelligent, definitive or useful shall I name call or would you like to expand on how I have offend you ?"""
0.211,"""Manchester derby at home #revenge"""
0.898,"""This game has pissed me off more than any other game this year. My blood is boiling! Time to turn it off! #STLCards"""
0.354,"""my alarm clock was ringing this morning n my flatmate knocked on my door and asked if i set anything on fire or if i'm burning alive :) :):)"""
0.396,"""papercuts sting and stub ur toe last for like 10 secs"""
0.312,"""Wolfpack theme and trons and sting wore the wolf shirt"""
0.625,"""The guy who calls people 'cuck' and is anti-BLM is offended by idea that he might not be pro-policing reform? That's amazing."""
0.542,"""no wonder USA is going to shit with such outrage over a simple analogy."""
0.845,"""thanks for ios10 update, even the best app freezing and crashing on SE. #angry"""
0.370,"""Sting is just too damn earnest for early morning listening."""
0.583,"""then he said talking about wills uncontrollable animals when moving to another link. These comments do not help!"""
0.764,"""Like he really just fucking asked me that."""
0.333,"""at least his character in fast and furious pumped some adrenaline into the franchise. But that's about it"""
0.542,"""For me not so much outrage as ‘oh, using female body to sell something, AGAIN’"""
0.562,"""\r\ralso celebrate THEIR belief that Jesus is alive in hell, boiling in a pot of shit (actual shit)"""
0.250,"""I think our defense here at USC is playing well, we just need to fix a few things on offense and we can win the PAC 12 this year'"""
0.533,"""Will give #sleepnumber another chance for customer service. Today's growl is 15+ minutes on hold. Overall bed + service = very unimpressive."""
0.422,"""I have a rage rage ep 2 coming out soon I'll keep you posted on it #YouTube #youtubegaming"""
0.438,"""Can't believe I've only got 2 days off left 🙄 #backtoreality"""
0.479,"""Be chill af if you want to offend someone."""
0.438,"""Can we get a shot of Lingys face at 1/4 time ? Pretty sure it would be more red then his hair #pretendinghesok #ruok #AFLCatsSwans"""
0.354,"""i love that tay &amp; tiff are just sitting at my house while i'm at work 🙃"""
0.458,"""Yeah U gotta make them HEEL. I know U need their votes so U have to wait. But when U LOSE-they're really in for your wrath !"""
0.625,"""I guess. It's just heartbreaking the ease with which they can kill an innocent man and get away with it. #indignation"""
0.354,"""A persons opinion doesn't offend me at all"""
0.896,"""Don't join they put the phone down on you, talk over you and are rude. Taking money out of my acc willynilly! #fuming"""
0.333,"""Forgiveness might make us look weak, but the weakest person is the one who holds anger, hatred, and revenge."""
0.625,"""blacks are good at provoke them selfs blaming on white when black cops shooting blacks"""
0.417,"""#bitter hahaha just kidding. its crazy tho"""
0.625,"""Hi folks. Flight is going to be over an hour late departing from INV (EZY864), how do we go about getting a refund please?"""
0.688,"""After what just happened. In need to smoke. #burning"""
0.333,"""Never make a #decision when you're #angry and never make a #promise when you're #happy. #wisewords"""
0.479,"""Some people would rather hang on to their indignant anger. *weary sigh*"""
0.500,"""it's the irritation of not having found the corpse"""
0.521,"""The side effects of #fighting and #disrespect.. comes #ignoring the person and show you #don'tcare at all!! #sweet ."""
0.604,"""Im honestly offended"""
0.417,"""I offend u"""
0.417,"""I blame how broken madden is this year"""
0.625,"""All hell is breaking loose in Charlotte. #CharlotteProtest #looting"""
0.438,"""She began to squirm beneath , struggling to get out of his relentless grasp. When she realized that the attempt was useless,++"""
0.792,"""I love when people say they aren't racist right before they say some racist shit... Not how that works... #fuming"""
0.542,"""Connivers blind to existential fury"""
0.583,"""id be fuming"""
0.604,"""Michelle is one of the worst players in bb history #bb18 #bbfinale #bitter"""
0.604,"""Maybe if it was transgender the media would cover it #outrage"""
0.542,"""lol they are madden tubers u dont know nothing bout madden cuz id smash on you"""
0.167,"""So excited to watch #allstars \n#RuPaul #revenge"""
0.556,"""Nobody in that street burning and looting and terrifying innocent citizens was there, either."""
0.529,"""the world drives whoever it has assessed as tenderhearted or vulnerable to build up their guards &amp; invigorate raging self defense mechanisms"""
0.708,"""he'll defend his belt against aldo after its not that hard u grudge holding bitch"""
0.542,"""#firsttweetever sippin #hotchocolate wondering #why I finally gave in &lt;3 haha #hellloooootwitter - ...its because #facebookisforfamily #rage"""
0.438,"""It’s taken for granted, while the misogyny in the air is treated as normal — and any angry response to it as pathological."""
0.333,"""Content updates provoke that income."""
0.562,"""#CharlotteRiots #passion? or #anger act of violence.\nIf mourning for those who have past away, #stayhome #whyout"""
0.354,"""Janice Griffith snap story 😍😍😍"""
0.542,"""I am #real #sjw, I will not let #america down\nI have found us, now go and get us\nI let it out and I let it in\nI #rage I"""
0.458,"""Guys don't use that type of language. Save it for raging..."""
0.583,"""LOL I have reminders for my ex-gf's birthday approaching. Too bad she considers me acknowledging her existence an affront..."""
0.578,"""To'Why can't we brothers protect one another? No one's serious, and it makes me furious. Don't be misled, just think of Fred.' #mayfield"""
0.417,"""No offense but the only way this makes sense is if you work for the magazine. Otherwise,who are you apologizing 4"""
0.562,"""Huh! It's always my fault isn't it &gt;:( #huff #sulk"""
0.354,"""Sometimes the best motivations come from 'proving them wrong' #energy #relentless #MotivationalQuotes"""
0.096,"""Is there a perfume that smells like the smell of smokey incense because i would be all about that"""
0.250,"""🏆 #Success is the best #revenge. Whatever you're thinking about doing ... do something better. ⭐️⭐️⭐️⭐️"""
0.458,"""seriously dude buy some bubble tape for your phones. #snap broke another phone"""
0.604,""": Whaaaat?!? Oh hell no. I was jealous because you got paid to fuck, but this is a whole new level. #love #conflicted😬"""
0.438,"""i m not a big fan of , but what i found logical and right.. i support that... no offense to anyone"""
0.354,"""When you forget to mention you were bought dreamboys tickets 🙄😂"""
0.542,"""Candice's pout is gonna take someone eye out mate! #GBBO"""
0.896,"""I need it today! Do u know how many fuckin French plaits I had to do this morn with a stroppy 9 yr old! #rage"""
0.458,"""the teams that face Barca and Bayern after a defeat are the ones who face the wrath"""
0.491,"""ive been through the denial and anger i am in pure acceptance"""
0.750,"""My irritation level is at an all time high today 🙃"""
0.333,"""if i don't answer your 50 texts pls don't snap me"""
0.604,"""The side effects of #fighting and #disrespect.. comes #ignoring the person and show you #don'tcare at all!! #sweet #revenge."""
0.562,"""You interviewed one irate group, two filmmakers who don't live here and got stock statements. That's not journalism."""
0.771,"""I blame the whole season on Natalie! The season would have been so different had she not turned her back on her alliance! #pissed #bitter"""
0.333,"""&lt; Steve between his feet, feeling a blush sting his cheeks. 'I can undress myself, thank you very much,' he snapped &gt;"""
0.792,"""Yal aggravate tf outta me acting lying yal can't tell the difference between a dyke and a man. RARELY is it that hard to tell the difference"""
0.333,"""yesss..apparently you've been popular on snap 🙄"""
0.542,"""Losing the will 2 live with business bb gone down on hold for 23 minutes &amp; whoever picked up cut me off #NoWorkForMe"""
0.562,"""I asked Jared to marry me and he said no. #offended"""
0.875,"""When you've still got a whole season of Wentworth to watch and a stupid cunt in work ruins it for us 😭😭 #raging #oldcunt"""
0.708,"""#Trump's #fear &amp; #anger are similar to what #Hitler preached to come to power in Germany. Wake up America!!"""
0.509,"""Yeah I'm hot nigga, they say im burning uhhhhh"""
0.375,"""Anger, resentment, and hatred are the destroyer of your fortune today.'"""
0.479,"""significantly, with a #bitter smile, 'let me"""
0.562,"""Just found out tonight my son will not be doing practical work counting towards his GCSE exam. OK then! I thought STEM was all the rage??"""
0.708,"""Sometimes I get mad over something so minuscule I try to ruin somebodies life not like lose your job like get you into federal prison"""
0.312,"""Tiangong 1, China's first space laboratory, will come to a fiery end in late 2017. The average decommissioned satellite either burns ..."""
0.667,"""saddest part of this whole mess is that all of this #anger is #misdirected they should march 2 the #WhiteHouse"""
0.144,"""IT'S GAME DAY!!!! T MINUS 14:30 #relentless"""
0.417,"""oh so that's where Brian was! Where was my invite? #offended"""
0.292,"""Be quick to #listen, slow to #speak, and slow to #anger."""
0.417,"""Seeing #RIPShawtyLo got me thinking bout other rappers then I thought about dying, and burst into tears... Smh"""
0.438,"""relentless pipe thirst #sheltered"""
0.255,"""be strong, independant and practical. stop living in your world of fantasy. snap out of it. the faster u get used to the reality, the better"""
0.458,"""madden is the reason why controllers are snapped"""
0.312,"""finally leaving my first job soon. i've been working here since i was 16. going to be kind of bitter sweet"""
0.771,"""Omg someone asked them to sit and they reluctantly moved with a huff. Biiitttccchhhhhh 🔪"""
0.417,"""beware the fury of a weak king"""
0.775,"""you are a cruel, cruel man. #therewillbeblood"""
0.542,"""Dear Indians..It is hard to swallow this but for once try to swallow this bitter pill...that is.. Pakistan is number one in Test cricket!!!"""
0.333,"""Keep in mind. We're all weak. Don't insult people just because they're human."""
0.314,"""“He who is slow to anger is better than the mighty, And he who rules his spirit than he who takes a city.”\nP16:32 #bibleverse #pride #anger"""
0.312,"""I watch Amyah throw temper tantrums when she gets mad at something and I'm just like damnit that is me and I can't do nothing but laugh 😅"""
0.438,"""y'all found me to express yalls displeasure. 😉"""
0.312,"""Thank u Justin for this amazing concert. I can't believe that only u can provoke these thousand smiles these night#BelieveTour"""
0.333,"""He also likes incurring Lily's wrath."""
0.771,"""since when the fuck can you not stand at a concert? #raging"""
0.375,"""looking forward to div 2 next year ? #leictershireaway #therey"""
