Score,Text
0.510,"""#ArchangelSummit Anyone can be brave but you just have to last 5 mins longer than everyone else. #leadership #fear"""
0.625,"""Canada should be a driving force of democracy freedom rights - instead we help #dictator #misogyny #Sharia #Islam #polygamy"""
0.542,"""am actual stranded at ma dad's maself n the fuckin fire alarm went off n a dunno if it's just for his gaff or the whole building :)"""
0.417,"""Val got a little too big for her hiking boots with that bakewell, the little terror #GBBO"""
0.396,"""AP didn't have a productive week 1 or 1st half against GB and Kalil is horrible! D is its strongest asset currently."""
0.542,"""Really.....#Jumanji 2....w/ The Rock, Jack Black, and Kevin Hart...are you kidding me! WTF! #ThisIsATerribleIdea #horrible"""
0.333,"""I lost my blinders ...."""
0.312,"""the beak on that woman is almost as shocking as the low IQ of her followers."""
0.417,"""#Partners are willing to #walk alongside you without being #intimidated by you. #WhoIsIT #Part2 #RelationShift #CLifeMacon"""
0.583,"""it world be great if the live support was actually helpful #nightmare"""
0.420,"""When's it all finished, you will discover that it was never random! #thoughts #restless #CrossoverLife"""
0.417,"""... in the same speech. However he did mention foreign hand and funding in terrorism in the country. 👍\n#ProudOfYouPrimeMinister"""
0.229,"""Huns are like a box of coffee revels"""
0.562,"""I can't get a better look at her bc I'm too shy to make eye contact ;-;"""
0.250,"""Loving talk #challenge #map #inspiration #stayunstoppable"""
0.920,"""My bus was in a car crash... I'm still shaking a bit... This week was an absolute horror and this was the icing on the cake..."""
0.560,"""did you hear it? Cause I am getting messages about the ground shaking"""
0.583,"""#Muslims are the principle victims of #terrorism. More Muslims are dying at the hands of these #terrorists than anyone else. #YounusAlGohar"""
0.604,"""cum and despair"""
0.625,"""Idk why but this Time around its so hard that it hurts, I already miss them all so much #silly #family #friends #nervous"""
0.637,"""Jesus wept! Another RNS from #rusty quote 'Price sensitive news, Price Sensitive news' etc etc The #Ramping here is #shocking"""
0.375,"""I scare people even when I'm suspended? LOL"""
0.854,"""fucking hell mate absolute nightmare 😓"""
0.167,"""Action is the foundational key to all success ~Pablo Picasso #inspiring #quote #action #hustle #start #dosomething #success"""
0.729,"""Democracy doesn't work\n #mob #mentality #mass #hysteria #mongering #oligarchy"""
0.250,"""On my life I'll never understand why anyone would pay money to see"""
0.466,"""it ain't that serious. #HOUvsNE #awful #igotbetterthingstodotonightthandie"""
0.458,"""Trust me to lose my wallet and have to call Lifeguard &amp; Swimmers social early as VC"""
0.312,"""Anychance of addressing the communication I sent to you yesterday??? I still haven't had any contact"""
0.458,"""I was like that when I started college. It was horrific but it probably will get better. Don't give up yet"""
0.271,"""new tires &amp; an alarm system on my car. fwm now!"""
0.479,"""Customer services got involved and eventually completely wash their hands of it. #dreamornightmare"""
0.292,"""No we didn't just bully our professor to move the Chem quiz to Monday 😂"""
0.375,"""Yep, Owen Garriott told me it was ghastly. None of his peeps ever had it :)"""
0.740,"""Tremor!!!\n #tremor"""
0.250,"""it world be great if the live support was actually helpful"""
0.729,"""im like 'this is better' in the moment cuz i panic and then later its so obviously not better. at every opportunity i choose to make it seem"""
0.271,"""wonder if at any point #BobMarley ever actually became #afraid of just how #high he'd gotten. :o #420"""
0.396,"""I hate Bakewell tart … anything that tastes of almond essence is just horrid! #GBBO"""
0.336,"""Gahh...BT, in queue for 30 minutes.. Now put through to BT Sport dept to cancel... back in a queue again..."""
0.292,"""“Worry is a down payment on a problem you may never have'. Joyce Meyer. #motivation #leadership"""
0.521,"""When a guy comes on the train that smells like a mixture of a damp dog, old sweat and sewage works!!!!#gross #horrid #getoffthetrain #smelly"""
0.675,"""It's pretty clear I can't stand , no tolerance for habitual liars. Not a Trump fan either so what's a citizen to do?"""
0.229,"""Don't be silly - she doesn't want to scare them off! 😆"""
0.938,"""I nearly started crying and having a full on panic attack after tatinof bc of the crowds so I feel him"""
0.420,"""I'd like to bridge the divide between Right and Left Twitter and say that the new Tweet truncating thing is fucking awful."""
0.196,"""Friday is here, and we are open tonight and tomorrow. Get a jump on your Halloween and come play with us. #hauntedattraction #tulsa #haunt"""
0.200,"""Don't be afraid to give up the good to go for the great. - John D. Rockefeller #quote #inspiration #great #motivation"""
0.604,"""#Obama #DOJ have destroyed USA!These #CharlotteProtest are acts of #terrorism dating back to #Ferguson Terrorism is how it should be treated"""
0.396,"""i tried to turn off my alarm this morning and it turned on all my alarms instead"""
0.625,"""Oh noooo! #nomorehammocks #nightmare ;)"""
0.812,"""I stepped into the shower and my spidey senses tangled. I immediately looked up and saw a spider directly above my head. #terror"""
0.375,"""The radio just told me Lady GaGa is going country, which is like if the Beatles decided to do opera singing for their final albums #awful"""
0.521,"""not nice. Wishing harm on another human being is deplorable. Your comments show how human, and humane you are."""
0.646,"""Unruly kids at 8am in the morning #nothanks ripping the flower beds up by the roots while their parents watch #shocking"""
0.229,"""American horror story and chill tonight?😌"""
0.438,"""my school photo is honestly horrid, i look so ew😅"""
0.708,"""I'm okay, dont worry. I wish i'd been a better kid. I'm trying to slow down. I'm sorry for letting you down."""
0.521,"""average 22000 for the massif... #shocking"""
0.646,"""this Mac update has me some kind of apprehensive."""
0.667,"""bout to read this article 'Moving the Conversation Forward: Homosexuality &amp; Christianity' from someone in the foursquare church #nervous"""
0.646,"""#ntfc mourinho is worried, bringing Ibra and Rushford on. #panic"""
0.467,"""That part of Queensbury is a shocking disgrace. The route from the station to Morrisons is festooned with rubbish"""
0.292,"""Same it's good but not great.Don't Breathe is the horror film of the month for me. My Fav horror film of the year (so far)"""
0.708,"""Don't wanna really go out but I can't say no. Deffo have a fear of missing out"""
0.625,"""horrid having a car n no liscence"""
0.625,"""shocking"""
0.396,"""Forgot to plug the phone in overnight"""
0.352,"""Ready for my sweet princess to arrive. I'll he 37 weeks this Saturday! #excited #nervous"""
0.792,"""Andrew's hands start shaking and he says 'I hope I die.. like right now'"""
0.860,"""It's unbelievable that security guard acting like a gangster trying 2 threaten me and tell me what to do with my own home. #terrify #annoy 😡"""
0.688,"""I had a panic attack when I couldn't find on #Twitter Turns out my Twitter is a jerk. I can still see her. #NyssaAlghul"""
0.292,"""Going to get myself a copy of 's CUJO for an upcoming project that I can't talk about just yet. #amwriting"""
0.667,"""It's -terrible-! We're going to the local fish/chip place in Kirribilli #terrible"""
0.542,"""u shd b embrrssd. u jack up my bp meds twice and it will still take 3-5 days? Not express at all. #expressscripts"""
0.458,"""Trying to book holiday flights on website is becoming a #nightmare"""
0.417,"""peanut butter???? You some kinda pervert??"""
0.542,"""Yall rlly gotta stop lettin bees put fear in ur heart. unless ur allergic, I'm not tryna see u run around from a fuckin bee...chill. u soft."""
0.583,"""She never said anything about taking away guns but I would now bc of your stupid scare tactics for gun sales.Sickening"""
0.208,"""ill be there... with VIP TICKETS! Can't wait to meet you. Never met a famous person i admire before!"""
0.688,"""I'm used to bears, I'm used to coyotes, I love the idea of wolves. But this is hard. I don't want to be fearful of the meadow or the pines."""
0.729,"""Being alone is better than being lonely. Know what is worse than being lonely? Being empty; that's right!\n#Loneliness #aloneinthecity #fear"""
0.312,"""About 7 weeks till I can pick up my camera again. Though I think there is a group cemetery shoot in october I can make! #photography"""
0.375,"""love new movie\n#BlairWitch #blairwitchproject #horror #HorrorMovies"""
0.396,"""I have no #alarm preset #life will #wakemeup"""
0.400,""" heads melted, very tired but can't sleep."""
0.312,"""*chuckles* did I scare you?"""
0.583,"""not only was that the worst that's I've attended but worth one of the worst cons I've been to in the last 5 years #terrible"""
0.729,"""Kernel panic = sweating, sneezing, hiccuping, snot, tears, crying. Clearly my body has an issue with chilli."""
0.271,"""Look for #contrasts....#behaviour may be a #camouflage....garments a #shell....a #bully may be a #baby inside.....' - Prof Caroline Taylor"""
0.188,"""im so exited!! I am shaking so much 😍😍 and im so pround of Colleen and the fandom! Everyone is amazing 😍"""
0.750,"""#zionist = #terror \nImagine this kid was a #Palestinian or #Muslim\nZionists stealing #innocence of childhood from #Jewish #children"""
0.667,"""#Pakistan is ‘terrorist state’, carries out #war crimes: #India to .\n #UNGA #UN"""
0.292,"""some weeks there are no problems but this week is unbelievable -- are you guys even running regular 12 buses? #solate"""
0.271,"""touché! I'll start paying more attention and test this 🕵🏻‍♀️ #AdweekChat"""
0.807,"""I'm so over having anxiety"""
0.104,"""That goes the"""
0.730,"""horrible things"""
0.667,"""#beyond naming &amp; shaming ; lies a vast space b/w #sanctions &amp; #terror state...v *wait til Others #impose it...&amp; do not hv COURAGE #ourselves"""
0.250,"""Solid starts by #Bozzelli and #BenEvans. Hoping for a good #start !"""
0.708,"""Watching It Follows. This is a super freaky movie. #scary"""
0.167,"""Think like a queen. A queen is not afraid to fail. Failure is another steppingstone to greatness. Oprah Winfrey"""
0.583,"""Ugh I want to punch a wall every time I have to use 10. Literally the worst product ever made #windows10 #killme"""
0.854,"""I'm trying to imagine the first response of a President Trump to an act of terror. The thought itself terrorizes me."""
0.583,"""#America finding #gratitude amidst the sadness and frustration about race, #fear, anger and #racism, i remain hopeful _ i'm an earth fixer'"""
0.500,"""I'm scared that my coworkers are going to submit me to one of those 'wardrobe makeover' shows. #fashion"""
0.705,"""My anxiety is playing around HELP!!!!!"""
0.479,"""#Everything you've ever wanted awaits you on the other side of #fear . #IfIWasTheOppositeSex #AskAMan"""
0.792,"""A country that gave safe house to #Osama Bin #Laden is dangerous if not contained. #Pakistan is a #terror heaven, declare so"""
0.104,"""I have gained a tremendous amount of respect for over the past couple of years."""
0.542,"""She blamed Benghazi on a YouTube video. She blamed emails on #ColinPowell. Now she blames #terrorism on you. #weakHillary"""
0.229,"""Jorge deserves it, honestly. He's weak. #90dayfiance"""
0.688,"""Mary Berry and her reign of terror"""
0.208,""".’ Chris Williams: 5 yards shy of joining 1,000-yard club. Bowman (1,279), Walker (1,168) &amp; Roosevelt (1,095) already there. #CFL"""
0.521,"""Focusing primarily on the person you’re talking to rather than yourself and the impression you’re making lessens social anxiety."""
0.500,"""Sickness bug!"""
0.417,"""why is there no disabled access at pontefract monkhill?"""
0.500,"""And don't forget a fear of St. Bernards. #Cujo"""
0.542,"""not nice. Wishing harm on another human being is deplorable. Your comments show how human, and humane you are. #bully"""
0.646,"""never said that,Just not fair how Yous think it's completely okay to bully someone"""
0.750,"""Angel got me nervous out here 😷"""
0.646,"""did you discover the alarming rate at which bees are dying and how important they are to our way of life?"""
0.479,"""The Zika #Hoax Files: DEET is part of a binary chemical weapon targeting your brain: #Toxin #neurological #USCitizens #Insect #mammal"""
0.646,"""what can we do 2 get 2 reveal his taxes? That is the immediate danger. But u will not answer me."""
0.833,"""what to wear Friday \nspeaking in front of 100's. #nervous"""
0.333,"""Huns are like a box of coffee revels #horrible"""
0.336,"""hi berniebrocialists of all genders: if I lived in a swingish state I would w/o hesitation vote Clinton &amp; would do so w/o 'supporting' her"""
0.616,"""We are in so much trouble!! I don't think the Rev will see the funny side of our project."""
0.740,"""my boyfriend once forcibly stopped all of my anxiety coping methods at once (holding me, forcing my hands down that kinda stuff) and I --"""
0.458,"""#WTF allows #gym #atmosphere! #jumpship #nasty #atmosphere #unprofessional"""
0.396,"""Newly engaged Stevie Wonder has been trying to disguise #the #awful smell from his throat: with a leather jacket made from a broken Wii."""
0.417,"""I'm so bored and fat and full and ridiculously overweight and rolls galore"""
0.875,"""\nI get sick to my stomach everytime I see this video &amp; for the helicopter crew to make such comments is revolting."""
0.833,"""I feel horrible. I have accounting today but physically and mentally am not okay 😪"""
0.292,"""Oh I get i see it's #TexasTech playing tonight not the #Texans #TNF #texansarebad"""
0.708,"""I #cry out #fear to clear a #path\nBut my Voice seems 2 silent 2 chase a #rat\nAm just indoor #expecting to open door\na #weak wise #fool I am"""
0.562,"""Can't believe ring my parents NOW when they go tomorrow to say no disabled washing facility for my wheelchair bound dad"""
0.438,"""I have another test tonight"""
0.547,"""On the drive home today I heard a censored version of Spirits by The Strumbellas. 'Guns' replaced with 'dreams'. Just NO. #awful #censorship"""
0.604,"""Onus is on #Pak to act against #terror groups which find all types of support for cross border terror: #MEA"""
0.479,"""\n\ndo REDNECKS intellectually intimidate you and force you to be their dancing clown?"""
0.604,"""guess is cause you small and girly. I dunno how this works.. I did frighten though.. She's. A big'un"""
0.479,"""on RHOBH, you just do not want to assume an affair while you were married so you criticize ! #awful"""
0.812,"""WAS THERE A CLOWN IN YOUR NEIGHBORHOOD? #nightmare #creepy #EnoughIsEnough"""
0.792,"""#PeopleLikeMeBecause they see the happy exterior, not the hopelessness I sometimes feel inside. #depression #anxiety #anxietyprobz"""
0.553,"""y'all had crackheads in the islands? I don't know why I find that so interesting and shocking"""
0.388,"""Fear blocks blessings, faith unlocks them. #ManUp #fear #faith"""
0.396,"""Follow this amazing Australian author #fiction #horror #zombies #angels #demons #vampires #werewolves #follow #authorlove"""
0.479,"""Missing the 500th test match today , not able to witness it like watching it in India #shy #indvsnz #500thTest"""
0.583,"""This is perfect example of why what paul said about her, was right. One of the most ignorant competitors ive seen. #bully #c$%t"""
0.958,"""Panic attacks are the worst. Feeling really sick and still shaking. I should be a sleep. #anxiety #depression"""
0.746,"""Celtic sure know how to send a wild shiver down your spine"""
0.458,"""Completely blown away by and the cast of tonight. #fathomevents #speechless #awe"""
0.362,"""Rooneys fucking untouchable isn't he? Been fucking dreadful again, depay has looked decent(ish)tonight"""
0.583,"""ill kill u if u bully her 😤😤😤"""
0.521,"""stuck on runway after being diverted to Fargo. Continuously told just 10 more mins for the past 4 hours. No food/water offered"""
0.562,"""While we focus on issue of #IPCA Indulges in #intimidation #StopCruelty"""
0.220,"""Don't let the behavior of others destroy ur inner peace.' -Dalai Lama #healing #depression #intuition #meditation #book"""
0.146,"""just had a steak pie supper #tremendous"""
0.342,"""How I Murdered Your Mother #SpookyTv"""
0.850,"""Was actually just watching AHS while half covering my eyes #scared #Roanoke #AHSRoanoke"""
0.917,"""Time for some despair #SDR3 #despair #fuckthisanime"""
0.521,"""Just Laying Here, Can't Sleep 4 Some Reason"""
0.660,"""Look at this #massiah of #youngleader\n#Pakistan #massiah of #terrorism"""
0.516,"""tesco. why OH why cant my Visa electron be accepted on line , I am 55 , NOT 15 ?? #shocking"""
0.438,"""So? Who cares? Who cares about tax forms, too. I believe terrorism and jobs are what is important."""
0.521,"""I thought I wouldn't have to deal with that fire alarm again today and then I stepped into Mesa during their fire drill👀"""
0.566,"""Aye. There's a brief window in both morning and afternoon otherwise just horrific until late evening."""
0.479,"""The cure for anxiety is an intimate relationship with Christ. - 1 John 4:18 #anxiety"""
0.632,"""A Lysol can got stuck in spray position and we're all slowly suffocating from the trash can that smells like a Febreeze factory."""
0.417,"""I miss my dread head 😩"""
0.667,"""How awful! Switched off!"""
0.333,"""lol. DK has actually dropped from top of the table, surprisingly Arms Warrior is top of the DPS at the moment"""
0.333,"""Confiaejce comes not from always being right but from not fearing to be wrong.-Peter T. Mcintyre"""
0.833,"""I have never been more anxious of a election in my life‼️ #fearful"""
0.500,"""I was so shy freshman year this guy introduced himself to me by asking if I spoke any English"""
0.458,"""what to wear Friday \nspeaking in front of 100's."""
0.604,"""entire team from coaches on down played and coached scared from jumpstreet. #intimidated"""
0.854,"""I'm so sorry. This is heartbreaking and so scary. If it can happen there it can happen anywhere. Please be safe 🙏🏻 #terror"""
0.375,"""jesus heck you're awful"""
0.792,"""Putin feels it acceptable to bomb &amp; kill aid workers. Soon he may be sitting at the same table as Trump!! #Armageddon #USApleasedont #horror"""
0.521,"""False alarm, she's not coming out today 😞"""
0.360,"""Don't let the behavior of others destroy ur inner peace.' -Dalai Lama #healing #depression #anxiety #intuition #meditation #book"""
0.292,"""Does anyone know, are both Sims in a dual sim phone both locked to the same network!"""
0.312,"""I remember when Rooney wanted to leave United and the fans threaten to kill the man and bare junk... wanna regretting that now? 😂😂"""
0.250,"""took its first baby step now let's hope they will start running"""
0.438,"""My main hesitation to going to the Plus size. But if Apple can get the Plus to the 6 size, think of the ASP jump"""
0.292,"""And the dreadful Franglaise."""
0.250,"""She: Why are you listening to The Eurythmics?\nMe: It's a Polish Gothic Metal band.\nShe: Why do I even ask... (exits room, shaking head)"""
0.583,"""When City Hall has the fire alarm go off and it's been 15 minutes and the fire department still isn't here"""
0.667,"""Look at me. Made it through the day without a meltdown. #anxiety"""
0.417,"""Let's not panic. Beat NYG who's atop the division, come home against Cleveland. Just like that you're 2-2 with a division win"""
0.229,"""Thank you for saying what others are afraid to say, Carl. Big fan!"""
0.688,"""still shaking though 🙃"""
0.771,"""I dread math 😴"""
0.271,"""Everything you’ve ever wanted is on the other side of fear. –George Addair #ThursdayThoughts #yourpushfactor #fear #life #quote"""
0.250,"""Having a terrific Tuesday? Crush it today with the Power of 4. Treat your internet like Pizza =D \n#PowerOf4"""
0.646,"""I would never strategically vote for someone I don't agree with. A lot of the Clinton vote based on fear and negativity."""
0.125,"""Happy birthday to Stephen King, a man responsible for some of the best horror of the past 40 years... and a whole bunch of the worst."""
0.479,"""it's a shocking revelation!!!!"""
0.438,"""Who likes #werewolves and #horror and #surfing? Because BREAKER over on has all that and MORE."""
0.479,"""ppl talking about diets and i am feeling #terrible hahaha"""
0.333,"""So true &amp; well said. It seems ve old fashioned looking back on it. I liked Robbie on TV. Not loving all these movies !"""
0.588,"""However the agent was inauthentic, my sister still loves me, &amp; I'm still alive. So I guess it wasn't that bad. #socialanxiety"""
0.375,"""The most important characteristic of leadership is the lack of . #activism #equity #revolution"""
0.750,"""#internationaldayofpeace : When white supremacists terrorize everyone of differing cultures online and will continue it offline tomorrow."""
0.417,"""U got to b kidding me. Anu from your firm responded when I sent the contact details. #customerexperience"""
0.583,"""where's your outrage that your party nominated a lying, corrupt person? And received donations from nations who support terror"""
0.292,"""well, did she make you laugh with her panic mania or not??¿"""
0.920,"""procrasting is fun until im an hour away from the time its due and i still havent finished so i have a panic attack"""
0.438,"""Are you worrying/worried?\n1Peter 5:7\nThrow all your worry on him, because he cares for you.#faith #leadership #worry #mindfulness #success"""
0.146,"""#Never be #afraid to #start over, it's a #new #chance to #rebuild what you want! 🔨🔩🏢"""
0.685,"""Nawaz Sharif's UN should start #सत्य_बोध_यात्रा as after all his #UNGA speech has awaken the world about their role in sponsoring #terrorism"""
0.854,"""What a shamefull, unequal, dangerous and worrying world we live in nowadays! #terrifying #Charlotte #terrorism #shitworldforourkids"""
0.213,"""I don't know what's worse, the new Pizza Hut commercials or the pizza that Pizza Hut makes."""
0.700,"""Tomorrow is going to be a challenge, I have to talk at a freshers fair to STRANGERS 😁and pick up my new flat keys #anxiety"""
0.373,"""just received order from &amp; the chips are under cooked &amp; half raw!!! Usually best part of the meal #notcool #terrible"""
0.625,"""two major banking stocks down almost 15 to 20 % from their highs while benchmarks still close to top it is a sure #worry for markets"""
0.520,"""is the android app it designed to be buggy and work sporadically on a fire TV box? #shocking"""
0.783,"""0 excitement for this weekend just pure dread"""
0.417,"""candy corn is the greatest candy in the world when it comes to being objectively terrible"""
0.583,"""Home is where the heart lies ! Love my little island but my birth city just ain't acting right &amp; im not feeling too good about it"""
0.354,"""Hey I've been charged £40.24 on my credit card 4 an order which never arrived last Friday, any chance of a refund!!"""
0.509,"""it's fucking dreadful for live footy matches"""
0.521,"""you come running back to me saying how much you miss me then cower away when we acc try a friendship 👍🏼"""
0.188,"""I have learned over the years that when one's mind is made up, this diminishes fear. –Rosa Parks #quotes #motivation"""
0.562,"""Haters!!! You are low in self worth. Self righteous in your delusions. You cower at the thought of change. Change is inevitable."""
0.750,"""second episode of AHS 6 here i go #panic"""
0.750,"""Hope I sleep - no nightmare of Bakewell tarts #yuk #revolting #GBBO"""
0.375,"""Season 3 of penny dreadful is on Netflix...well my afternoon is filled"""
0.188,"""^^^^^\n//Don't worry if your character is already taken. The RP I'm looking for is a non couple forming RP. Just a fun loving haunting.//\n^^^"""
0.375,"""My best friend gets married in three days, I have replaced all my anxiety with an eeiry calm and cat cuddles."""
0.540,"""In addition to fiction, wish me luck on my research paper this semester. 15-20 pages, oh boy."""
0.583,"""Do your fuc*ing job and report the news.Just another bully to go in the basket.Freedom or fear???"""
0.250,"""I will beat you !!! Always thought id be gryffindor so this is a whole new world for me 😨😨😨 #excited"""
0.833,"""😫 ughh I just want all this to be over.. it's like a nightmare! can we all just get along?"""
0.667,"""what can we do 2 get 2 reveal his taxes? That is the immediate danger. But u will not answer me. #afraid"""
0.375,"""Why doesn't anybody I know watch penny dreadful? ☹️️"""
0.395,"""Wish I was a kid again. The only stressful part was whether Gabriella and Troy would get back together or not. #hsm2 #nightmare"""
0.396,"""A liar an a bully for president? They say every vote matter , well I'm sorry you'll not get my vote until the year 2020"""
0.292,"""#Peiyophobilia :) An advice from don't fear for #Devil! Sure shot✌ voice more energetic.Xtremly foot tapping one 👌"""
0.521,"""I hate that if I don't start the conversation, there won't be one."""
0.500,"""Side chick's be trying to fuck u like your going to forget about your wife when your done. #terrible"""
0.208,"""awe! Thank you! 😊😊"""
0.500,"""Sorry definitely going with next time, this is beyond unreasonable #terrible #yourappologiesmeannothing"""
0.125,"""Lets start there"""
0.355,"""I notice that nice people believe in a nice god and horrid people believe in a horrid god who happens to hate everybody they hate."""
0.229,"""Not sure that men can handle a woman that's got her crap together. #independent"""
0.458,"""it's fair to say he's been a bit timid compared to what I've been known to see from him"""
0.458,"""I wish I could fast forward 3 months from now, I'll know then where I'm at with my girl, my classes, and basketball. Rn I have pure"""
0.245,"""This week's Massacre Theatre pert by is the first one I can think of that requires subtitles."""
0.312,"""i have so much hair it's a nightmare but it's also very soft so it guess it's a win-lose situation"""
0.458,"""When I walk in darkness of despondency, Sc.verses I've memorized shine a light in my heart. Ex: Lam 3:22-25"""
0.600,"""- I can't read this article but headline indicates a horror story. Lock sick chavs up and throw away the key."""
0.583,"""I seem to alternate between 'sleep-full' and sleepless nights. Tonight is a sleepless one. 😕 #insomnia #notfair"""
0.458,"""she gone make me wanna start that new shit today 😂😭"""
0.458,"""petrify me in the fossil type of way"""
0.229,"""It's about time I start taking my own advice"""
0.797,""" ughh I just want all this to be over.. it's like a nightmare! can we all just get along?"""
0.479,"""supporter #prejudice against #disabled people #disabledlivesmatter #bully #bbcnews #skynews"""
0.521,"""Val is the type of woman you would dread bringing a donation for the bake sale #GBBO"""
0.875,"""There is nothing like being in the shower when the power goes out 😳 #creepy"""
0.708,"""-normal people scare me*"""
0.500,"""If Monday had a face I would punch it #monday #horrible #face #punch #fight #joke #like #firstworldproblems #need #coffee #asap #follow"""
0.688,"""Scott Dann injured aka my worst nightmare"""
0.792,"""Jimmy Carr makes me want to cry and cry *shiver*"""
0.396,"""Rojo is just terrible, how is he in our team 😂😂"""
0.646,"""Librarians scare me"""
0.500,"""If you get called #shy this means you are #considered.Turn those #negatives to #positives Quote #MarnieMcCormack from #womenintech"""
0.833,"""Saga: When all of your devices and teles fail just in time for bake off #panic #gbbo"""
0.542,"""they're revolting"""
0.646,"""Trust me to lose my wallet and have to call Lifeguard &amp; Swimmers social early as VC #nightmare"""
0.375,"""Aw no problem. I just felt like speaking because I felt the same before and I want you to overcome it and not be discouraged. :)"""
0.312,"""The #Texans should never play a prime time game again...this is #TNF"""
0.562,"""Shoutout to for ruining my iPhone 7 order!! #horrible"""
0.646,"""If 3 people are in a country of 300 million - you are going to RUIN the whole country over 3 people?"""
0.896,"""Panic attacks are the worst. Feeling really sick and still shaking. I should be a sleep. #depression"""
0.125,"""You are all our angelic comrades! #flutter"""
0.750,"""When you arrive at the office the day before your first ever festival and the Internet is down #panic"""
0.395,"""#2 complained then while his head and then called do not despair of God's mercy if you did sins go back to him and ask his forgiveness"""
0.250,"""I like cycling because I get to intimidate people with my powerful calves &amp; horrendous tan lines."""
0.562,"""Now #India is #afraid of #bad ."""
0.625,"""Maybe 49% support no #Muslim immigration cos they perceive the risk of #Islamist ideology &amp; #terrorism as too high?"""
0.479,"""Termination rate is at 22.22% I gotta make some things shake"""
0.423,"""Popufurs make posts like 'opening commissions in an hour get a slot while you can' and I'm like sitting here in awe at that sort of demand"""
0.188,"""gotta shake the booty instead though, makes sure it's all good 🙂"""
0.562,"""So they #threaten to kill #kapernick for KNEELING. I say every athlete just stop playing until social justice and equality comes forth."""
0.676,"""It'd probably be useful to more than women, but I'm dealing with re-reading an article about a woman being harassed on the subway. #concern"""
0.458,"""He has charisma? I guess, if you like people who looked coked out and speak as if they're a school bully?"""
0.354,"""Ya tremble like Mr. Cooper, yo we hanging"""
0.708,"""update may have been the worst mistake of my day #horrible"""
0.312,"""Look at this #massiah of #youngleader\n#Pakistan #massiah of"""
0.347,"""it was a terrible Freekick..."""
0.875,"""#WeirdWednesday OKAY! That jump-scared the #Poop out of me right there. Bad dog, BAD! Total code-brown in my favorite pants. #Damnit"""
0.542,"""This is it. The complete illiteracy around the role, nature and extent of British agents is shocking."""
0.167,"""Follow this amazing Australian author #fiction #zombies #angels #demons #vampires #werewolves #follow #authorlove"""
0.458,"""We are a tired and restless community. We are human and tired of asking for change only to be ignored."""
0.354,"""When's it all finished, you will discover that it was never random! #thoughts #CrossoverLife"""
0.417,"""Why does #terrorism exist in the first place? #AskTrumpOneQuestion"""
0.625,"""Today has dragged on #restless"""
0.146,"""awe thanks! Couldn't be doing it without all your help and support and that amazing encouragement!💕😘🙌🏻"""
0.354,"""yesterday i finished watching penny dreadful and from all the beautiful things i saw one question remains: were the writers HIM's fans?"""
0.562,"""I was under the impression that stop and frisk was a concern to many in NYC. Didn't deBlasio rein it in?"""
0.708,"""butter up the walls, nightmare"""
0.708,"""Putin feels it acceptable to bomb &amp; kill aid workers. Soon he may be sitting at the same table as Trump!! #Armageddon #USApleasedont"""
0.917,"""I hate freaking out and ruining things. #anxiety"""
0.354,"""Getting terrible download speeds for fifa smh."""
0.500,"""My roommate turns the sink off with her foot to avoid germs and a guy says 'YOUR roommate is feet girl?! I'm so sorry' plz help"""
0.479,"""I feel strongly that we need to work together to right this dreadful wrong."""
0.912,"""i'm... nervous about this test rip"""
0.458,"""BibleMotivate: Are you worrying/worried?\n1Peter 5:7\nThrow all your worry on him, because he cares for you. #faith #leadership #mindfu…"""
0.583,"""\nSo when exactly did you lose your mind, pal? \n #Trump #fraud #misogynist #liar #psychopath #narcissist #conartist"""
0.562,"""Thomas' nervousness at being the group's focus is evident, 'I&gt;"""
0.574,"""That old lady is cray cray #scared #BellaIsSoCute #awe #Empire"""
0.297,"""No red card for Gordon there? The ref must be a Celtic fan as that was a shocking challenge."""
0.542,"""so I picked up my phone!!!' #shocking 😳"""
0.479,"""don't tweet shit like this! It'll come back and haunt you like your other ones 😭😂"""
0.354,"""I have a job interview with in Loughborough next month !!!"""
0.708,"""Ugh.. Why am I not asleep yet. Fml. I think low key I'm afraid I might miss something. #SleeplessNight #sleepy"""
0.812,"""I'm getting so nervous for my first anatomy exam 😩"""
0.434,"""Tweeting from the sporadic wifi on the tube #perilous"""
0.417,"""I am shy xD"""
0.333,"""today has been terrible but tonight will end better because I get to see Malik ❤️"""
0.396,"""but your pussy was weak from what I heard so stfu up to me bitch . You got to threaten him that your pregnant ."""
0.540,"""I saved him after ordering him to risk his life. I didn't panic but stayed calm and rescued him."""
0.521,"""Can understand fear factor but why support a company that wants to reduce your own to status of a needy satellite.."""
0.663,"""No! By Y'all I mean rioting, fire starting, business burning, looting ASSHOLES! That create #BlackLivesmatter #terrorism"""
0.812,"""Why is it so windy? So glad I didn't ride my bike. #fear #wind"""
0.438,"""45 minutes late &amp; counting! #horrible CTT Service sucks!"""
0.479,"""If children live with #ridicule, they learn to feel #shy"""
0.688,"""bad news fam, life is still hard and awful #depression #atleastIhaveBuffy"""
0.750,"""I'm still too nervous to try it. I need to man up and give it ago."""
0.729,"""yeah whatever, whahibbi are #muslims just a sect, as you know, #islam is synonymous with #rape and"""
0.583,"""Customer services got involved and eventually completely wash their hands of it. #awful #dreamornightmare"""
0.625,"""I really wanna take advantage of UofW's gym but i'm shy af."""
